logFC	logCPM	PValue	adj.p.value
PPP2R5C	-0.304305	4.34437	0.0177162	0.119302
PSMC4	-0.642623	2.04617	0.0177428	0.119407
PGGT1B	0.56631	1.82659	0.0177755	0.11952
PDXDC1	-0.368346	2.94945	0.0178249	0.119721
RP11-815J4.7	-0.677343	1.26961	0.0178462	0.119805
MAP3K12	-0.414369	2.96564	0.0178765	0.119969
NUDT1	-0.625089	1.83996	0.0179079	0.1201
PSMA7	-1.88784	-0.52779	0.017935	0.120205
SLC12A2	-0.58619	1.55994	0.0180042	0.120481
C8orf4	0.643176	1.42475	0.018005	0.120481
PCNXL2	0.237864	5.07339	0.0180111	0.120493
HOXC8	0.614	1.67216	0.0180259	0.120557
GNB1	-0.402904	2.74751	0.0180259	0.120557
TMEM44	-0.446103	3.29871	0.0180486	0.120661
HEATR6	-0.471215	2.14725	0.0180755	0.120759
SPCS3	0.767178	0.67543	0.0180983	0.120836
CELF2-AS1	-0.710992	1.42847	0.0181125	0.120893
BCORL1	-0.483511	2.23281	0.0181387	0.121015
YJEFN3	-0.707738	1.37576	0.0181407	0.121015
PRDX6	0.576462	1.84697	0.0181651	0.121125
SCUBE2	-0.282468	3.79676	0.0181777	0.121157
MBD3	-0.584499	2.46124	0.0182271	0.121359
ADCY4	-0.533765	2.85167	0.018237	0.121387
P4HTM	-0.512973	2.21505	0.0182684	0.121494
AGGF1	-0.782875	1.36119	0.0182691	0.121494
AC004076.5	-0.86727	0.66061	0.0183641	0.12188
GOT2	-0.90394	0.696277	0.0183675	0.121895
OPRD1	-0.820611	1.3279	0.0183782	0.121951
AASDHPPT	0.942331	0.786235	0.0184271	0.122148
DYSF	-0.342395	4.38365	0.0184861	0.122382
TPT1P12	0.640748	1.3449	0.0185121	0.122494
PDCD7	-0.594304	2.35137	0.0185368	0.122574
RIMS4	-0.610631	1.44291	0.0185411	0.122595
STT3B	0.386785	2.87925	0.0185787	0.122777
EMP3	-0.646189	1.43091	0.0186338	0.123036
HNRNPA2B1	-0.683978	1.08779	0.018642	0.123065
MED27	-0.839289	0.818097	0.0186429	0.123065
RP11-756G12.1	0.621847	1.44887	0.018666	0.123173
SUCO	0.384965	3.0444	0.0186822	0.123242
FOS	0.782199	2.26298	0.018699	0.123289
KLHL38	0.535566	1.79094	0.0187106	0.123327
LZTS3;	-0.548549	2.41754	0.0187391	0.123466
NR2C2	-0.358858	2.912	0.0187621	0.123565
EMC1	-0.380766	2.81411	0.0187877	0.123692
ENAH	0.294145	3.79732	0.0188207	0.123808
TSPAN9-IT1	-0.884862	1.21755	0.0188257	0.12381
SEPT4-AS1	-0.96055	0.362781	0.0188561	0.123965
UTP14A	-0.761238	1.32095	0.0189246	0.124309
LARP4B	-0.404016	3.36077	0.0189438	0.124398
MAP4K2	-0.492609	2.26513	0.0189962	0.124667
KCTD15	-0.357961	3.37872	0.019	0.124669
ISYNA1	-1.12278	0.229778	0.019	0.124669
PADI2	-0.364164	3.09524	0.0190549	0.124869
ANK1	-0.319586	3.97135	0.0190595	0.124884
ODF3L2	-0.578509	1.70438	0.0190627	0.124897
FANCG	-0.787853	1.16209	0.0190724	0.124923
ANKFY1	-0.366585	3.36329	0.019087	0.124958
FAM98C	-0.709482	1.31428	0.0191106	0.125061
ZNHIT1	-1.90546	-0.307375	0.0191119	0.125061
SUMF2	-0.686507	1.26391	0.019137	0.12516
SCRN2	-0.652114	1.79101	0.0191412	0.125167
CDC25A	-0.551978	2.0108	0.0191479	0.125198
DNAJB5	0.431677	2.80245	0.0191806	0.125275
FUT10	-0.375122	3.38548	0.0192159	0.125407
RP11-464F9.22	-1.12784	0.583197	0.0192249	0.125436
ITPR2	0.293585	3.50258	0.0192618	0.125593
YWHAZP2	0.752869	0.997408	0.0192681	0.125607
PYDC1	-1.06781	-0.00623199	0.0193505	0.125905
PGS1	-0.443983	2.58417	0.0193724	0.12601
ERGIC3	-0.489685	2.26601	0.0193831	0.126049
ENAM	0.419052	2.67143	0.0193854	0.126049
PPP1R16B	-0.447866	2.60825	0.0194556	0.126354
TBCD	-0.380885	4.77164	0.0194803	0.126453
ART3	0.341099	3.13101	0.0195148	0.126631
FBLN1	-0.421031	4.0813	0.0195616	0.126813
DDX23	-0.478263	2.65025	0.0195832	0.126915
DAK	-0.601718	1.53511	0.0196361	0.12718
RP4-604A21.1	-1.31055	-0.0976838	0.0196414	0.12718
TMC8	-0.751471	1.50277	0.0196737	0.127321
ITGAE	-0.472705	2.97856	0.0196892	0.127388
CDKN1C	-0.847929	1.34933	0.0197834	0.127828
TFCP2L1	-0.473428	2.47997	0.019822	0.12801
UGT3A1	0.572294	1.7006	0.0198335	0.128051
MAP4K4	0.282846	3.64816	0.0198344	0.128051
PPP5C	-0.459006	2.64198	0.0198903	0.128267
LDB3	0.515221	2.81553	0.0198913	0.128267
LENG8	-0.700747	1.98721	0.0198916	0.128267
ADCY6	-0.577487	2.24131	0.0199003	0.128285
RP11-390P24.1	-0.722466	1.41981	0.0199221	0.128372
RNF207	-0.82518	0.706395	0.0199408	0.128439
TTC28-AS1_2	3.16545	-1.39927	0.0199564	0.128517
MAPK13	-0.491719	1.98549	0.0199608	0.128525
C14orf2	-0.555919	1.9383	0.0200055	0.128694
TRIM63	0.678395	1.06297	0.0200155	0.128751
MTHFSD	-0.530102	2.43955	0.0200317	0.128825
CCT7	-0.589251	1.75308	0.0200674	0.128985
ARHGEF2	-0.398889	3.37814	0.0200764	0.129023
H3F3A	-1.88704	-0.864525	0.0200778	0.129023
NXPE3	0.400673	2.6756	0.0200928	0.129071
NECAB3	-1.34324	-0.0356642	0.0200963	0.129079
SKIV2L	-0.882957	1.00692	0.0201109	0.129119
ATIC	-0.345172	2.95364	0.0201296	0.1292
SYNPO2	0.473184	2.71022	0.0201735	0.129397
NSUN5	-0.552027	1.4472	0.0201871	0.129462
EYA1	0.350356	3.29735	0.0202458	0.129726
LINC00665	-0.430891	2.42003	0.0202676	0.129769
ANKRD33B-AS1	-0.762136	1.30712	0.0202742	0.129775
PEX5L	0.338717	3.53281	0.0202922	0.12982
GSDMD	-0.570172	2.63452	0.0203004	0.129864
SHQ1	-0.383063	3.08861	0.0203085	0.129877
SUPT16H	-0.579458	1.3558	0.0203122	0.129877
SLCO4A1	-0.634035	1.77154	0.0203336	0.129985
TAF5	-0.817658	0.869926	0.0203412	0.13001
PTPRQ	0.291185	4.10998	0.0203464	0.130033
TECPR2	0.408354	2.65442	0.0203561	0.130059
EDEM2	-0.706579	0.875946	0.020393	0.130241
CLCN3	0.350041	3.31814	0.0204143	0.130346
ZFYVE26	-0.353178	3.00096	0.0204605	0.130564
DTX4	-0.361188	3.13605	0.0204775	0.130611
PRRC2B	-0.401561	3.65162	0.0205093	0.130736
MPO	-0.469226	2.81643	0.0205137	0.130749
DNAH12	0.394709	2.74779	0.0205232	0.130794
USP54	0.35642	3.46278	0.0205381	0.130866
RFWD3	-0.48508	2.32336	0.0205521	0.130909
GNG12	2.45844	-1.18772	0.0205568	0.130931
QPRT	-0.463265	2.41556	0.020568	0.130971
PRCC	-0.526123	2.16185	0.0205784	0.131023
HLA-E	-0.879144	0.494755	0.0205953	0.131092
DHRS11	-0.609043	1.77721	0.0206972	0.131539
FMNL1	-0.446659	2.43231	0.020734	0.131656
SYNRG	-0.349007	3.53206	0.0207511	0.131741
SNX8	-0.39486	3.08493	0.0207619	0.131795
LASP1	-0.548772	2.9079	0.0208134	0.132052
GPR124	-0.610886	2.47859	0.0208268	0.132098
DAD1	-0.566489	1.95304	0.0208654	0.132219
NFIX	-0.367291	3.04701	0.0209004	0.132367
EGFLAM-AS4	0.774435	1.40872	0.0209072	0.132383
CDKN2D	-1.65597	-0.624784	0.0209228	0.132447
DAZAP1	-0.452468	3.3263	0.0209235	0.132447
U2AF2	-0.592254	2.4654	0.0209401	0.132506
C1orf85	-0.55534	1.59919	0.0209509	0.132566
DDX3X	0.746623	1.16338	0.0209711	0.132647
MCCC1	-0.392041	3.08499	0.0209987	0.13279
RP11-1379J22.2	-1.54198	0.195903	0.0210184	0.132884
XIRP2	0.45617	2.27907	0.021033	0.132961
MYL6	-0.934913	0.575839	0.0210588	0.133057
AKAP17A	-0.763954	1.02444	0.0210618	0.133062
RPS15AP38	-0.744125	1.25861	0.0210625	0.133062
ZNF554	-0.537891	1.63157	0.0210912	0.133195
STAT3	-0.36564	3.31176	0.0210934	0.133195
FBXO44	-1.52881	-0.280443	0.0211166	0.13325
RASAL2	0.353361	2.91596	0.0211621	0.133426
MTCH2	-0.495545	2.39053	0.0211761	0.133458
VCP	-0.554082	2.38961	0.0211793	0.133464
METTL16	-0.396943	2.95343	0.0211976	0.133533
BCL3	0.425245	2.56366	0.0212277	0.13366
ZNF571	-0.855826	0.593572	0.0212289	0.13366
TACR2	-0.406631	2.6311	0.0212766	0.133843
PYGO1	0.637651	1.87212	0.0212982	0.133932
HMGB1	0.626561	1.51225	0.0213432	0.134113
NARFL	-0.651378	1.71048	0.0213532	0.134149
SPAG16	0.406785	2.80273	0.0213635	0.134157
ENDOV	-0.779359	1.4665	0.0213949	0.134246
C22orf15	-0.857353	0.376352	0.0213964	0.134246
IL31RA	0.452224	2.39814	0.0214058	0.134268
CREBBP	-0.323355	3.9663	0.0214232	0.134296
RP11-36C20.1	0.889431	1.1563	0.0214458	0.134375
TAF1	-0.697031	2.28814	0.0215123	0.134659
VDAC1	-0.582119	1.59066	0.0215145	0.134659
TSR2	-1.7379	-0.22883	0.0215894	0.134983
RP11-82H13.2	0.729525	0.860629	0.0216291	0.135106
PLOD3	-0.713891	1.76275	0.0216549	0.135215
FIS1	-0.493032	2.08443	0.0216586	0.135219
AC073869.20	-0.690675	1.06576	0.0216741	0.135285
SAP30BP	-0.405478	2.94492	0.0216895	0.135345
TUBA8	0.389037	3.10861	0.021745	0.135585
RP11-286H15.1	-0.574718	1.70528	0.0217785	0.135728
HLTF	0.403604	2.56608	0.0218075	0.135868
MEX3C	-0.469569	2.38781	0.0218186	0.135915
PRRT1	-0.8235	0.782532	0.021873	0.13616
KLHL31	-0.71263	1.11863	0.0218824	0.136179
INS-IGF2	-1.07205	0.682374	0.0218915	0.136223
LINC00882	0.601221	1.39289	0.021893	0.136223
POLL	-0.733089	1.38305	0.0219439	0.136448
FHIT	0.408834	2.85516	0.0219654	0.136555
FCGRT	-0.585297	2.1082	0.0219832	0.136594
SEPW1	0.543736	2.1327	0.0219875	0.136613
CACNA1C-AS1	-0.677855	1.55413	0.0219924	0.13662
SCARF1	-0.650309	1.87222	0.0220084	0.136695
BACH1	0.362957	3.27411	0.022018	0.136747
TRIM54	0.563076	1.9657	0.0220215	0.136761
STKLD1	-0.528446	1.88394	0.0220301	0.136798
EGLN3	0.252212	4.09276	0.0220506	0.136902
TRMT1L	0.62446	1.79874	0.0220746	0.137035
RILPL2	-0.709847	1.12706	0.0220928	0.137086
SMOX	-0.378584	3.50357	0.0221386	0.137299
NDFIP1	-0.404868	2.51694	0.0221592	0.137387
OTUD7A	-0.580333	1.86325	0.0221919	0.137543
NACC2	-0.464703	3.31658	0.0222554	0.13781
ZNF738	-0.75125	0.857194	0.0223946	0.138394
ZC3H12A	-1.49609	-0.300885	0.0224067	0.138437
LRP1B	0.312162	3.53151	0.022423	0.138498
EBAG9	0.479387	2.01775	0.0224413	0.138573
UCK1	-0.568998	2.14464	0.0224416	0.138573
SMYD5	-0.543258	2.74004	0.0224898	0.138816
PTRH2	0.985665	0.866029	0.0224976	0.138855
CCDC7	0.424679	2.3468	0.0225157	0.138912
TYRP1	0.326306	3.25058	0.0225599	0.139129
UBE3C	-0.325253	3.31588	0.0225615	0.139131
GPD1L	-0.561615	2.20521	0.0225638	0.139137
TMEM183A	-0.558653	1.83392	0.0225912	0.13921
PPARD	-0.667306	1.03603	0.0226183	0.139299
WDR26	-0.543972	1.58075	0.0226439	0.1394
SHANK3	-0.976745	1.01813	0.0226637	0.139498
RP11-531A24.5	0.709482	1.16	0.0226728	0.139538
UBE2F	-0.467461	2.50919	0.0227277	0.139789
KBTBD12	0.426985	2.4523	0.0227322	0.139792
STIM2	0.436762	2.65982	0.0227651	0.139899
PES1	-0.578185	2.6256	0.0227682	0.13991
MCRS1	-0.605453	1.38198	0.0228142	0.140075
RP11-171I2.1	-0.779565	0.711828	0.0228261	0.140122
GALE	-0.549495	1.61241	0.0228575	0.14026
DKK2	-0.448905	2.43819	0.0228826	0.140372
UNC45B	0.617535	1.92637	0.0229138	0.140469
CLSTN1	-0.377196	2.72992	0.0229249	0.140521
CCER2	-0.647656	1.31824	0.02294	0.140594
HECTD4	-0.317794	4.16827	0.0229775	0.140695
CRB1	0.316311	3.41778	0.0229938	0.140768
EVL	-0.241189	4.48609	0.0230111	0.140842
PPP1R11	-0.794976	1.21766	0.0230357	0.140955
FYCO1	0.497274	2.62462	0.0230374	0.140955
RECK	-0.558092	1.47752	0.0230991	0.141204
C4orf36	-0.59287	1.48942	0.0231059	0.141236
INPP5J	-0.637911	2.01213	0.0231068	0.141236
TIMM44	-0.534071	2.45406	0.0231573	0.14148
GCH1	-0.67065	1.497	0.0231759	0.141562
PHOSPHO1	-0.482966	2.09111	0.0232194	0.141741
RPS9	-2.82873	-1.83513	0.0232219	0.141741
ANKRD28	0.328668	3.74923	0.023222	0.141741
GLIPR2	-0.464114	2.50959	0.0232603	0.141917
ZNF883	0.489473	2.02476	0.0232748	0.141954
NDUFA9P1	0.785974	1.12515	0.0232755	0.141954
HSPA8P5	0.79051	1.0237	0.0232796	0.141971
HMGXB3	-0.609343	2.11953	0.0232889	0.142011
GHR	0.316079	3.56444	0.0232963	0.142027
ELP2	-0.457311	3.12737	0.0232981	0.142027
IDI2	0.89855	0.386593	0.0233122	0.142064
SPSB4	-0.352162	3.09576	0.0233405	0.142158
NEMF	-0.383408	2.97461	0.0233441	0.142163
TNNC2	0.589796	1.87062	0.0233713	0.142249
ACTR1B	-0.884383	1.02708	0.0234072	0.142403
RNF219-AS1	0.447981	2.36736	0.023415	0.142443
CNKSR3	-0.352469	3.10079	0.0234374	0.142514
CHRDL1	-1.05861	0.486084	0.0234386	0.142514
CTSD	-1.73057	0.312722	0.0234825	0.142684
SH3TC1	-0.358655	4.24165	0.0235053	0.142727
SETD3	-0.686755	1.00526	0.0235178	0.142773
PGM1	0.695645	2.15434	0.0235234	0.142786
FNDC5	-0.404569	2.76584	0.0235269	0.142786
RERE	-0.257718	4.22867	0.0235355	0.142806
GGA2	-0.363438	3.24676	0.0236424	0.143189
WAPAL	-0.419347	2.63028	0.0237569	0.143661
TMEM41A	-0.484481	2.15858	0.0237989	0.143806
MTG1	-0.480254	1.95054	0.0239072	0.144227
NIPBL	0.299129	3.3749	0.0239131	0.144238
CEBPG	0.711762	1.56292	0.0239368	0.144306
ECE1	-0.306162	4.07928	0.0239704	0.144463
OSBPL6	0.332884	3.03768	0.0239777	0.144499
WHSC1	-0.275463	4.11798	0.023981	0.14451
EPHX1	-0.5002	2.68103	0.0240137	0.144651
BCAM	-0.50269	2.84357	0.0240719	0.144862
ECM1	-0.557633	1.42975	0.0240847	0.144864
FAHD2A	-0.598718	1.79082	0.0240924	0.144894
RINT1	-0.598304	1.78704	0.0241111	0.144971
CCDC171	0.31939	3.90243	0.0241283	0.145034
ATAT1	-0.667295	1.98954	0.0241489	0.145134
ZNF692	-0.817115	0.794879	0.0241587	0.14516
MEG3	-0.39673	3.09613	0.0241941	0.145333
TMEM178B	-0.5716	1.67728	0.0242115	0.145396
MIB2	-0.611938	2.54484	0.0242426	0.145521
IFFO2	-0.612066	2.6082	0.0242592	0.145586
RBM20	0.402181	2.92611	0.0242654	0.145599
BPIFB9P	-0.471718	2.04656	0.0242749	0.145622
GYG1	0.335704	3.05546	0.0243014	0.145669
ERO1LB	-0.52779	1.96706	0.0243404	0.145822
DNA2	-0.427826	2.70411	0.0243525	0.14587
ZDHHC11B	-0.660976	1.58229	0.0243955	0.145999
PPM1L	0.457004	2.15176	0.0244296	0.146106
CCDC91	0.258629	4.19946	0.0244347	0.146114
LPPR2	-0.635772	1.93914	0.0244412	0.146135
LIMS2	-0.358927	3.92467	0.0244523	0.146177
IMP4	-1.07182	0.260035	0.0244714	0.146267
AP4M1	-0.781034	0.648709	0.0244757	0.146271
LSM12P1	-1.02096	0.387185	0.0244819	0.146293
ERI3	-0.396309	3.26923	0.0245706	0.146616
SDHA	-0.456573	2.63664	0.0245964	0.14673
MARK2	-0.417896	3.61189	0.0246313	0.146873
CYB5A	-0.442536	2.33548	0.0246455	0.146917
FAM91A1	-0.393862	2.67517	0.0246646	0.146982
ABCD3	-0.46716	2.40139	0.0246715	0.146998
ABLIM3	-0.281814	3.81422	0.0246738	0.146998
RP11-418J17.1	0.743335	1.05542	0.0247584	0.14732
VPS41	0.279715	4.10362	0.0248033	0.147516
NBPF1	-0.390179	3.53986	0.0248182	0.14758
C8orf33	-0.932423	0.829232	0.0248515	0.147705
RPL13P12	-0.706136	1.40416	0.0248645	0.147733
FAM189B	-0.564153	1.5281	0.0249056	0.147919
VPS9D1	-1.57036	0.0867911	0.024909	0.147919
RP11-68I18.10	2.53041	-1.15345	0.0249369	0.147984
C17orf104	-0.544027	2.31707	0.024952	0.148058
FAM214A	0.285769	3.43486	0.0249563	0.148075
MAPRE2	0.37243	3.01096	0.0249673	0.148133
NBN	0.354883	3.15763	0.0249767	0.148156
PRKG1-AS1	0.632214	1.56282	0.0249807	0.148171
DLEU1-AS1	0.627397	1.33335	0.0249958	0.14818
WDR45B	-0.437452	2.66516	0.0250369	0.148312
GBGT1	-0.643456	1.58588	0.0250766	0.148491
MAMSTR	0.515806	2.16361	0.0250816	0.148509
POLR1C	-2.25003	-1.20504	0.0250865	0.148518
PCDH9-AS3	0.638139	1.20985	0.0250939	0.148525
MSTO1	-2.65088	-1.18739	0.0251118	0.148598
ARRDC3	0.426734	2.22916	0.0251138	0.148602
AC005154.7	-2.18117	-1.02808	0.0252286	0.149112
AF131215.9	-1.01825	0.126713	0.0252376	0.149142
PSTPIP2	-0.420459	3.21915	0.0252461	0.149156
CHD3	-0.476887	2.5134	0.0252545	0.149193
TPRA1	-0.486655	1.83158	0.0252572	0.149197
MRPS14	-0.731332	0.804342	0.0252719	0.149259
H2AFY	-0.368791	3.18534	0.0252734	0.14926
LGR5	0.487747	1.87683	0.0253014	0.14931
MME-AS1	0.637773	1.30901	0.0253134	0.149324
GAB1	0.266975	3.94242	0.0253595	0.14949
LINC00702	0.891945	1.31807	0.025408	0.149657
CIC	-0.324862	3.61198	0.0254448	0.149809
CORO1B	-0.657414	1.31677	0.0254631	0.149885
GLULP4	0.603256	1.23406	0.0254835	0.14996
UBXN11	-0.535138	2.4558	0.0254951	0.149996
MGP	-1.34229	-0.316348	0.025505	0.150029
KITLG	0.488538	2.02366	0.0255288	0.150112
LATS2-AS1	-0.775225	0.989874	0.0255329	0.150128
VPS53	-0.29856	4.00176	0.0255395	0.15015
PEX16	-0.639404	1.85542	0.0255506	0.1502
RP11-451G4.2	1.63088	-0.228864	0.0255543	0.1502
CGRRF1	-0.496578	2.01759	0.0255547	0.1502
RBBP4	-0.884024	0.668626	0.0255585	0.1502
MMP2	-0.35994	3.11017	0.0255788	0.150272
DLL1	-0.677671	1.21023	0.0256004	0.15035
CD4	-0.491258	2.43133	0.0256006	0.15035
ADAMTS5	-0.716183	1.57199	0.0256709	0.150677
AKAP8	-0.837611	1.21119	0.0257455	0.15099
SLC36A1	0.389354	2.79072	0.0257856	0.151109
SDHB	-0.464869	2.64269	0.0257859	0.151109
TMEM2	0.260216	3.97962	0.0258665	0.151338
MALAT1	3.35815	-1.08993	0.0259228	0.151539
RPS19	-0.747268	1.43175	0.0259516	0.151608
GPN2	-0.92171	0.575339	0.0259876	0.151727
TMEM135	0.403806	2.61269	0.0261204	0.152242
SUZ12P1	-0.533663	1.85443	0.0261421	0.152309
IRF2BP1	-0.823889	1.28334	0.0261528	0.152346
C19orf66	-0.850229	1.103	0.0261849	0.152484
ARHGAP24	0.275444	3.99852	0.0261906	0.152509
CCDC146	0.372285	3.10461	0.0262143	0.152606
BACH1-AS1	-0.816081	0.811682	0.0262359	0.152674
TOX4	-0.680907	1.37327	0.0262597	0.152774
KLHL24	0.461552	2.57289	0.0262626	0.15278
SFPQ	-0.438114	2.41089	0.0262956	0.152917
CCDC117	0.59472	1.2374	0.0262981	0.152917
XRCC6P2	-1.86214	-0.257507	0.0263039	0.152929
PFAS	-0.491983	2.21108	0.0263094	0.152937
TTYH3	-0.484853	3.689	0.0263828	0.153207
C5orf30	-0.549245	1.38391	0.0263856	0.153215
TNKS1BP1	-0.46208	3.13926	0.0263883	0.153223
EIF4ENIF1	-0.416756	2.3346	0.0264329	0.153383
ZNF865	-0.627783	1.07486	0.0264827	0.15358
MRPS15	-0.511913	2.27928	0.0265333	0.153718
PUM2	-0.466826	2.64045	0.0266455	0.154201
GDF10	-0.58432	1.71163	0.0266612	0.154252
CD59	0.386533	3.21397	0.0267062	0.154413
ZNF264	-0.639752	1.18841	0.0267232	0.154494
ATRX	-0.429658	2.5719	0.0267289	0.154511
LRTOMT	-0.547391	2.25769	0.0267509	0.154597
ZDHHC16	-0.588563	1.52136	0.0267935	0.154756
RPL4	-2.95058	-1.78223	0.0268244	0.154889
DUSP18	-0.47072	1.90965	0.0268262	0.154889
AC093850.1	0.734172	0.967455	0.0268658	0.155028
RGCC	-0.467922	2.39302	0.0268892	0.155122
PLEKHG4B	-0.564092	2.29368	0.0269027	0.155175
RGL2	-0.491638	2.16664	0.0269442	0.155321
SLC8A1	0.309088	3.3571	0.026951	0.15533
SYS1	0.800276	0.761221	0.0269612	0.155355
PPP2R2D	-0.549153	2.42955	0.0269702	0.155382
ARHGAP28	0.337191	3.54457	0.0270105	0.155515
C9orf142	-0.74334	0.739304	0.0270193	0.155549
OSR2	-0.644043	1.16743	0.0270429	0.155643
SNIP1	-1.64188	-1.00267	0.0270527	0.155678
CWF19L1	-0.757462	1.73385	0.0270653	0.155714
CADM1	0.21194	4.53136	0.0270984	0.155797
C20orf166-AS1	-0.896296	1.05492	0.0271057	0.155814
PPARGC1A	0.284053	3.59437	0.0271452	0.155974
TTC7B	0.236558	4.711	0.027248	0.156407
ADSSL1	-0.329432	3.87652	0.0272542	0.156434
CIDECP	-1.12451	0.0864528	0.0272769	0.156514
SNRPEP4	-1.12517	0.656363	0.0272784	0.156514
H6PD	0.421578	3.07311	0.0273566	0.156764
FGF12-AS2	2.69576	-1.02652	0.0273831	0.156833
ARHGAP23	-0.378761	3.5636	0.0274376	0.157053
AKAP6	0.267232	4.0181	0.0275651	0.157599
CTC-278L1.1	0.520527	1.51348	0.0275717	0.15762
GTPBP1	-0.495041	2.25895	0.0275785	0.157634
ITCH	-0.407338	2.41943	0.0275859	0.157635
MRPS23	0.612898	1.39273	0.0276043	0.1577
CAMTA2	-0.597367	1.36697	0.0276185	0.157709
PARD6G	-0.447637	2.34351	0.0276777	0.157942
SLC25A25-AS1	-0.662682	1.42168	0.0276843	0.157954
NAPG	-0.544141	2.22207	0.0276889	0.157956
PLCH1	0.411001	2.90189	0.0277035	0.157998
CAST	0.22789	4.25356	0.0277211	0.158065
PODXL	-0.4095	2.94575	0.0277641	0.158243
RP3-414A15.10	-0.983604	0.0892338	0.0277737	0.158256
C17orf75	-0.564971	1.56405	0.0278118	0.158398
FBXL4	0.613958	1.30542	0.0278328	0.158434
TMPRSS5	-0.422777	2.337	0.0278378	0.158438
HERC2P3	-1.15342	-0.245896	0.0278444	0.158446
SCN7A	0.360087	2.94293	0.0278511	0.158446
KIAA1377	0.418944	2.24661	0.0278675	0.158506
NUP85	-0.38423	3.18848	0.0278935	0.158612
IRS2	-2.47773	-1.16318	0.0279535	0.158821
LBR	-0.324768	3.21312	0.0279554	0.158821
USP20	-0.864237	2.07502	0.0279973	0.15901
FGD2	-0.33188	3.22673	0.0280453	0.159149
UBE2D3P1	0.639212	1.45672	0.0280871	0.159319
PTP4A1	0.655309	1.18349	0.0281479	0.159564
ZNF280B	-0.426194	2.16233	0.0281586	0.159588
SMG6	-0.230545	4.37893	0.0281597	0.159588
TM9SF4	-0.465027	2.34586	0.0282014	0.159775
ZSWIM5	-0.529995	2.1283	0.028216	0.15984
B4GALT2	-0.524839	2.21072	0.0282919	0.160092
MTHFD1	-0.299007	3.53958	0.0283501	0.160314
TRAPPC2L	-0.875185	0.488344	0.0284059	0.16052
MSL2	0.601277	1.92884	0.0284734	0.160818
EFCC1	-0.635806	1.55992	0.0285506	0.161052
DIAPH2-AS1	0.569703	1.81556	0.028576	0.161144
IL20RA	-0.711742	1.3927	0.0286229	0.1613
MTMR14	-0.44196	3.41191	0.0286708	0.161485
CEP78	0.389112	2.794	0.0286751	0.161493
DHODH	-0.515391	1.74109	0.028808	0.161954
FAM199X	-0.751545	0.702599	0.028833	0.162027
COL5A2	0.568001	2.02558	0.028902	0.162262
JAKMIP3	-0.414076	2.61045	0.0289313	0.162402
GAPDHP40	-0.555185	1.72752	0.0289428	0.162459
SLMO2-ATP5E	0.787075	1.32508	0.0289565	0.162484
FLI1	-0.391271	2.64359	0.0289668	0.16253
LPIN3	-0.340774	3.15805	0.028971	0.162532
ACAT2	-0.806243	1.05339	0.0289971	0.162628
CUL5	-0.420159	2.43805	0.0290084	0.162651
ARHGDIG	-0.908787	1.79698	0.0290526	0.162819
NFIA-AS2	0.412884	2.3906	0.0290538	0.162819
MAP2K2	-0.60359	2.46127	0.0290643	0.162844
INCENP	-0.41811	2.92284	0.0290701	0.162869
NR1H3	-0.529085	1.96443	0.0291164	0.163057
TECPR1	-0.330872	3.77321	0.0291248	0.163082
CHMP6	-0.827833	1.96106	0.0291517	0.16319
AQP1	-0.361935	2.84618	0.029207	0.163373
RDH11	-0.654703	1.04165	0.0292296	0.163455
NUP50	-0.646046	1.28564	0.0292395	0.163477
ANGPT1	0.358886	2.96053	0.0292409	0.163477
CTC-365E16.1	0.607745	1.51973	0.0293287	0.163748
BBS5	0.497417	1.9372	0.0293445	0.163786
FLNB	-0.289658	3.92103	0.0293742	0.16385
ZNF517	-0.57167	1.77118	0.0293977	0.163939
PPIL4	0.702259	1.04792	0.0294042	0.163958
PA2G4	-0.732714	0.859909	0.0294516	0.164137
FAM110D	-0.538679	1.88318	0.0294836	0.164248
MEX3D	-1.12249	0.503418	0.0295095	0.164299
CTC-471F3.5	-0.884341	0.679946	0.0295325	0.164351
KDM4A-AS1	-1.95935	-0.623385	0.0295465	0.164387
PAPD7	-0.340222	2.8817	0.0295504	0.1644
ZNF333	-0.527838	1.72478	0.0295603	0.164429
EPS15L1	-0.331238	3.57647	0.0295633	0.164429
SLC23A2	-0.328455	3.19172	0.0296477	0.164722
ISG15	-2.26383	-0.843764	0.0296758	0.164793
RP11-115D7.3	-0.688728	1.24844	0.0297026	0.164912
C20orf96	-0.681502	0.974273	0.0297096	0.164912
RP11-333I13.1	-0.655982	1.09859	0.0297488	0.165034
MTFP1	-0.632919	1.2479	0.0298088	0.165292
CDC23	-0.495578	1.95293	0.0298185	0.165329
RPL7	-1.06435	0.175882	0.0298243	0.165345
PCBP2	-0.515148	2.06074	0.0298871	0.165531
CSRP3	0.472725	2.27235	0.0299678	0.165816
NDUFB7	-0.663011	1.07416	0.0300134	0.165899
DHX30	-0.364208	2.99536	0.0300628	0.166096
RP11-1018J11.1	1.50257	-0.267148	0.0300746	0.16613
CRISPLD2	-0.33179	3.21444	0.0300934	0.166222
MUM1	-0.392407	2.97819	0.0301302	0.166375
PDLIM7	-0.536049	2.16073	0.0301613	0.16647
OXR1	0.250877	3.87175	0.0301981	0.166593
RP4-717I23.3	0.279352	3.65013	0.0302003	0.166593
GPATCH2L	0.372405	3.12242	0.0302459	0.166766
