logFC	logCPM	PValue	adj.p.value
EML1	0.370732	5.0516	2.5317e-05	0.000521704
UQCC2	0.726239	2.1124	2.54241e-05	0.000523614
RP11-218M22.1	0.740037	1.80867	2.54539e-05	0.000524027
IFIT2	0.712633	1.72934	2.55489e-05	0.000525586
ACBD3	0.64149	1.99859	2.56004e-05	0.000526489
PRKCE	0.433547	4.29215	2.56025e-05	0.000526489
NFATC2	0.543936	3.67962	2.56365e-05	0.000526789
HSPD1	0.726959	1.70264	2.56595e-05	0.000527102
SMTN	0.520305	3.56937	2.58866e-05	0.000531023
NFYB	0.689262	2.78878	2.60144e-05	0.000533241
SNTA1	0.676862	2.61592	2.61728e-05	0.000536083
XPO7	0.441167	3.95101	2.61934e-05	0.000536404
RMND5A	0.512257	2.85726	2.62312e-05	0.000536976
RPA1	0.514633	3.15869	2.6241e-05	0.000537075
CTD-2147F2.2	0.722467	2.16843	2.62814e-05	0.000537598
BIRC6-AS1	0.696193	1.29735	2.6303e-05	0.000537837
QARS	0.791854	2.19299	2.63256e-05	0.000538198
RP11-104L21.2	0.969309	0.79784	2.63865e-05	0.000539239
SART3	0.389931	3.49016	2.64244e-05	0.000539709
FAM117B	0.692648	2.21427	2.64542e-05	0.000540216
WDSUB1	0.702113	2.27845	2.66403e-05	0.000543709
RRP36	0.672873	2.63414	2.67067e-05	0.000544757
SAMD13	0.496644	3.55815	2.67523e-05	0.00054538
PHF6	0.807173	2.01108	2.67667e-05	0.000545571
CLTCL1	0.476011	4.19499	2.68028e-05	0.000546039
MAGI3	0.622795	3.01133	2.68047e-05	0.000546039
STAMBP	0.444977	3.33536	2.69639e-05	0.000548869
GAS2	0.472444	3.53512	2.70183e-05	0.000549771
VBP1	0.68357	1.56457	2.75876e-05	0.00055932
LYRM2	0.727794	1.82245	2.76238e-05	0.000559783
USP1	0.694319	3.04947	2.76559e-05	0.000560329
KDM3B	0.438992	4.2511	2.77388e-05	0.000561485
CNPY3	0.675473	2.02666	2.77545e-05	0.000561697
BBS10	0.731125	2.23101	2.7773e-05	0.000561863
LYSMD4	0.595569	3.09737	2.78256e-05	0.000562718
ANGPT1	0.442972	3.77165	2.7931e-05	0.000564427
ZFAND4	0.474695	2.81358	2.81113e-05	0.000567332
CAPRIN1	0.493804	3.83204	2.81954e-05	0.000568831
MAML1	0.549047	3.29814	2.8196e-05	0.000568831
RP11-830F9.5	1.16287	0.544871	2.82292e-05	0.000569196
ARNT	0.566461	3.49182	2.82393e-05	0.000569281
STX4	0.66514	2.60672	2.83585e-05	0.000571577
ZNF852	0.546749	2.68213	2.84183e-05	0.000572667
DNAJC13	0.391974	4.19226	2.84231e-05	0.000572667
ME3	0.523541	3.17515	2.85231e-05	0.000574469
PIGV	0.712912	3.02498	2.86481e-05	0.000576664
CHIC2	0.70327	2.80323	2.87786e-05	0.000578754
FBXO28	0.772119	2.4837	2.88132e-05	0.000579237
MTRF1	0.558602	2.36749	2.88547e-05	0.000579749
TEAD4	0.713625	3.07342	2.89567e-05	0.000581281
RNF168	0.804031	2.63014	2.89578e-05	0.000581281
PISD	0.536136	3.67137	2.90047e-05	0.000582116
PACSIN3	0.843666	3.30519	2.90573e-05	0.000583064
GRB10	0.328498	4.97667	2.90637e-05	0.000583084
ZSWIM6	0.793316	3.15628	2.91781e-05	0.00058506
TFE3	0.613448	2.31447	2.91783e-05	0.00058506
AC141586.5	0.8455	1.84893	2.93137e-05	0.000587123
MIR222HG	0.825891	0.6989	2.93821e-05	0.000588156
ADAT1	0.556497	2.72572	2.93869e-05	0.000588156
MARCH3	0.501745	3.54513	2.94993e-05	0.000589969
CRCP	0.597813	2.84142	2.97082e-05	0.000593382
ZNF3	0.603049	2.47369	2.98009e-05	0.000594925
HDAC5	0.556222	3.72273	3.00655e-05	0.000599636
SCN2B	0.593619	1.62963	3.00715e-05	0.000599647
CIC	0.625493	4.35024	3.02346e-05	0.000602385
LAMP1	0.531444	3.37734	3.03581e-05	0.000604251
DLGAP4	0.458088	4.61888	3.04107e-05	0.000605075
SLC4A4	0.465389	3.44589	3.06876e-05	0.000609357
DPP8	0.399918	3.68333	3.06984e-05	0.000609428
SH3GL1	0.612798	3.35146	3.07024e-05	0.000609428
ZFP36	0.847672	0.727148	3.07129e-05	0.000609524
MAFK	0.810901	3.50746	3.079e-05	0.000610832
RTTN	0.355405	4.04433	3.08064e-05	0.000611045
AFTPH	0.563274	2.41687	3.09566e-05	0.000613352
ATXN10	0.366699	4.07064	3.11261e-05	0.000616153
SLC39A10	0.490371	3.19034	3.11264e-05	0.000616153
STX7	0.660635	2.19638	3.11692e-05	0.000616889
ANAPC15	0.810431	0.93497	3.1219e-05	0.000617624
IFT57	0.460713	3.13186	3.1265e-05	0.000618335
AUH	0.501805	3.42669	3.12991e-05	0.000618783
DRG1	0.605654	2.90216	3.13644e-05	0.000619848
KDM4C	0.365115	4.53322	3.14222e-05	0.000620743
ASXL2	0.527746	3.05804	3.14268e-05	0.000620743
DESI2	0.706791	2.80388	3.14519e-05	0.000621022
SREBF1	0.705255	3.78297	3.14999e-05	0.000621847
AK1	0.718866	3.1388	3.15432e-05	0.000622475
UCKL1	0.74987	2.82353	3.17002e-05	0.000625119
NOB1	0.830525	1.60372	3.1729e-05	0.000625573
TJAP1	0.564744	3.57483	3.17759e-05	0.000626269
DDO	0.620008	1.5994	3.18263e-05	0.000626923
CRK	0.638746	2.92362	3.19044e-05	0.000628241
LPIN1	0.450674	3.94654	3.19793e-05	0.000629479
NFX1	0.459484	3.4986	3.20441e-05	0.000630527
RUFY3	0.448474	3.7877	3.24089e-05	0.000637061
PPP1R3B	1.20341	-0.013026	3.25663e-05	0.000639641
SLC36A1	0.484338	3.37545	3.25726e-05	0.000639649
APOD	0.643631	1.48992	3.2666e-05	0.000641131
SLC25A17	0.531463	2.74058	3.26717e-05	0.000641131
DDX56	0.589972	3.09143	3.26787e-05	0.000641154
USP37	0.447915	3.22265	3.26953e-05	0.000641364
DCAF8	0.482952	3.14649	3.27483e-05	0.000642054
UQCRC1	0.609649	3.30963	3.27577e-05	0.000642123
RP1-148H17.1	0.683939	1.21247	3.28682e-05	0.000644132
ZNF423	0.552753	4.97969	3.31389e-05	0.000648893
PJA1	0.667436	1.60914	3.32019e-05	0.000649892
IL18	0.606936	2.08372	3.322e-05	0.000650118
HMGN2	0.710924	2.17961	3.33257e-05	0.000651846
ESD	0.474082	3.30043	3.36703e-05	0.000657169
PSMB6	0.733823	1.89862	3.38053e-05	0.000659563
NAPA	0.593014	4.12467	3.3845e-05	0.000660099
LMO4	0.75265	3.43982	3.38645e-05	0.000660242
AC097724.3	0.708472	1.20205	3.38859e-05	0.000660454
TMA16	0.452571	3.2794	3.38875e-05	0.000660454
TXLNA	0.725199	2.54533	3.39036e-05	0.000660649
MAD2L1BP	0.77153	1.89779	3.39461e-05	0.000661121
PDZRN3-AS1	0.811319	0.731944	3.39942e-05	0.000661939
ZMYM2	0.412207	3.62121	3.40336e-05	0.00066235
RPRD1A	0.416058	3.48803	3.42692e-05	0.000666577
NNT	0.511255	3.26737	3.42859e-05	0.000666782
UBE2D2	0.52214	3.5797	3.43569e-05	0.000667923
DEPDC7	0.834851	2.17224	3.46392e-05	0.000672689
EPHX1	0.50737	3.24462	3.46676e-05	0.000672938
MTHFR	0.983436	1.48447	3.47245e-05	0.000673742
SMARCA1	0.805202	1.58712	3.47997e-05	0.000674899
HDAC7	0.558851	3.83566	3.48028e-05	0.000674899
TMEM237	0.523914	3.33636	3.48771e-05	0.000675979
UGCG	0.573441	3.07363	3.49986e-05	0.000678091
HEG1	0.409517	3.56907	3.51842e-05	0.000680958
ADPRM	0.655256	1.52888	3.52937e-05	0.000682711
CSNK1D	0.595078	3.39482	3.53945e-05	0.000684539
UBAC1	0.714593	3.82229	3.58506e-05	0.000691635
SETD5	0.415482	3.95093	3.58776e-05	0.000691911
MPP7	0.40663	3.5048	3.59262e-05	0.000692478
MTIF3	0.564961	3.13501	3.6151e-05	0.000696317
IVNS1ABP	0.539623	2.49835	3.67256e-05	0.000706132
DNAJC21	0.394961	3.52806	3.682e-05	0.000707696
SMAD5	0.458992	2.97534	3.6854e-05	0.000708098
RNF150	0.41555	3.67209	3.68815e-05	0.000708377
BLOC1S2	0.612731	2.52441	3.69751e-05	0.000709924
PLA2G12A	0.537316	2.7283	3.70971e-05	0.000712014
CHAC1	0.734023	1.94953	3.71268e-05	0.000712357
PSIP1	0.539698	2.99321	3.7133e-05	0.000712357
SRFBP1	0.531963	2.50096	3.72119e-05	0.000713208
RPL30	1.12778	0.286437	3.73465e-05	0.000715162
ECH1	0.612845	1.87384	3.79862e-05	0.000725742
UQCC1	0.385351	3.8796	3.80343e-05	0.000726405
IL4R	-0.463511	2.85753	3.84891e-05	0.000734445
MYL6	0.763942	0.850848	3.85098e-05	0.000734507
C17orf59	1.10186	-0.114737	3.85126e-05	0.000734507
PLA2G16	0.647408	2.14804	3.86165e-05	0.000735972
SAYSD1	0.737485	2.10471	3.88345e-05	0.000739477
SLC10A7	0.505079	3.26296	3.88781e-05	0.000740048
DDX46	0.371958	3.81688	3.9128e-05	0.000744022
COQ6	0.574865	2.11535	3.91618e-05	0.000744534
WDR81	0.739544	2.92246	3.92177e-05	0.000745466
EFNB2	0.681929	2.65395	3.9228e-05	0.000745531
FOSL2	0.944338	1.80993	3.93013e-05	0.000746401
PCYOX1	0.625947	2.54566	3.9417e-05	0.000747944
IMPA2	0.602925	3.59186	3.95473e-05	0.000749892
SIL1	0.463429	4.2686	3.97326e-05	0.000753143
CHCHD5	0.862568	1.71526	3.98446e-05	0.000754739
CDK4	0.838638	1.11579	4.00131e-05	0.00075727
LINC01420	0.709916	1.16143	4.00213e-05	0.000757293
MRPL39	0.627895	2.54651	4.02529e-05	0.000760748
TECR	0.72308	3.69966	4.03353e-05	0.00076204
ZNF280C	0.686319	1.12328	4.04271e-05	0.000763641
NATD1	0.693786	2.57502	4.0612e-05	0.000766733
KIAA0141	0.561291	3.20083	4.06893e-05	0.000767926
MGLL	0.460267	4.69479	4.07922e-05	0.000769332
SLC25A28	1.09999	-0.169617	4.09071e-05	0.000771231
ACSS3	0.447319	3.40895	4.09285e-05	0.000771335
NUDT4	1.34782	-0.0104921	4.0932e-05	0.000771335
SNRPE	0.712212	2.00863	4.09339e-05	0.000771335
SMARCD1	0.535447	3.15882	4.09726e-05	0.000771796
LRRC41	0.50695	2.79644	4.11334e-05	0.000774421
TMEM194A	0.66298	1.71839	4.13869e-05	0.000778385
UFC1	0.619606	1.8271	4.14487e-05	0.000779278
LRRN3	0.603856	2.09457	4.14685e-05	0.000779514
HEATR1	0.519684	3.01216	4.14874e-05	0.000779735
AC007191.4	1.25616	-0.228382	4.15272e-05	0.000780212
UIMC1	0.421223	3.62882	4.16129e-05	0.000781687
COA1	0.4704	3.57614	4.16728e-05	0.00078261
C3	-0.408931	3.81443	4.1691e-05	0.000782748
CHCHD3	0.530644	2.46022	4.17433e-05	0.000783458
MED4	0.594707	2.59148	4.17814e-05	0.000783965
ICAM2	0.54017	2.53301	4.17847e-05	0.000783965
THUMPD1	0.605408	2.5769	4.18226e-05	0.000784541
TIMMDC1	1.22598	-0.333123	4.20757e-05	0.000788471
RLIM	0.734592	1.23673	4.20851e-05	0.000788512
HSD17B7	0.603314	2.10917	4.21524e-05	0.000789635
ASNA1	0.887577	0.559299	4.21829e-05	0.000790071
SPRED1	0.596093	2.92564	4.24171e-05	0.000793636
PSMB4	0.703245	2.47408	4.24828e-05	0.000794454
GNG5	0.986988	0.360445	4.27188e-05	0.000798317
PNKP	0.726944	2.23719	4.27579e-05	0.000798773
NUDT17	0.778394	1.70637	4.31649e-05	0.000805126
PARS2	0.602635	2.19226	4.317e-05	0.000805126
RGL2	0.601338	3.17423	4.32381e-05	0.000806078
LAMC1	0.516335	4.18265	4.33357e-05	0.000807622
POP5	0.706979	1.99267	4.3527e-05	0.00081049
EXTL3	0.342625	4.54145	4.35671e-05	0.000811077
PRKD3	0.49553	3.34194	4.35809e-05	0.000811077
RAP1A	0.542841	3.39411	4.37285e-05	0.000813406
OSBPL1A	0.460351	3.75735	4.37758e-05	0.000814007
CPD	0.438143	3.78191	4.37961e-05	0.000814124
HAX1	0.639086	2.43902	4.39907e-05	0.000817303
HRASLS	0.684861	2.63205	4.41205e-05	0.000819574
PSMD14	0.464457	2.9531	4.45167e-05	0.000826086
SNAI1	0.673474	1.96138	4.45814e-05	0.000827145
CSNK2A1	0.479275	3.27955	4.46104e-05	0.000827399
CHD6	0.393985	3.86221	4.46502e-05	0.000827996
SLCO5A1	0.856632	0.247979	4.48264e-05	0.000830839
PCMTD1	0.515018	2.2236	4.49109e-05	0.000831837
ETFA	0.41775	3.56015	4.51082e-05	0.000834779
GKAP1	0.481116	2.88733	4.51757e-05	0.000835742
EEF2	0.646015	1.90855	4.52336e-05	0.000836528
ME2	0.423487	3.56538	4.52731e-05	0.000837116
LDB1	0.637868	3.82294	4.53039e-05	0.000837402
ZNF839	0.538763	3.68799	4.53392e-05	0.000837626
GLRX2	0.702017	2.55231	4.53859e-05	0.000838346
RP11-7F17.8	1.4451	-0.2966	4.56467e-05	0.000842589
SELT	0.71582	0.839188	4.59723e-05	0.000848312
DLST	0.608774	3.41288	4.61209e-05	0.000850764
VPS36	0.481173	3.10105	4.61662e-05	0.000851455
ACO2	0.670906	2.86916	4.62535e-05	0.00085263
PCGF5	0.667206	3.72278	4.62754e-05	0.000852846
RMDN1	0.461838	3.00416	4.66531e-05	0.000858247
RXRA	0.697892	4.14455	4.67081e-05	0.000858968
SRSF6	0.820108	2.60975	4.67363e-05	0.000859124
ZNF843	0.595776	2.01406	4.67403e-05	0.000859124
STK11	0.600929	3.60245	4.67575e-05	0.000859149
ALS2	0.381936	3.82308	4.69865e-05	0.000862481
AC025335.1	0.673415	1.48619	4.73144e-05	0.000866594
CCP110	0.519128	2.40599	4.75721e-05	0.000870595
PDPK1	0.745974	2.10371	4.75729e-05	0.000870595
KIAA0368	0.609139	3.3433	4.76665e-05	0.000871281
ARRDC4	0.702663	2.40842	4.80132e-05	0.000876585
EFCAB6-AS1	-0.746124	1.14988	4.81176e-05	0.000878047
FUNDC2	0.734574	1.60963	4.82627e-05	0.00087988
TLR3	0.466761	2.83937	4.86526e-05	0.000885576
AHCTF1	0.429633	3.65766	4.87411e-05	0.00088689
LANCL1-AS1	0.552419	2.59041	4.96343e-05	0.000900778
STK32B	-0.402017	3.89865	4.96995e-05	0.000901458
FKBP3	1.34174	1.33224	4.97864e-05	0.000902734
RBBP9	0.701911	1.74622	5.00248e-05	0.000906451
U2SURP	0.514841	3.32352	5.01444e-05	0.000908314
USP18	0.671859	1.94024	5.03e-05	0.000910843
GXYLT1	0.636748	2.42268	5.03425e-05	0.000911183
DVL3	0.635132	3.6146	5.03448e-05	0.000911183
NCOA6	0.444618	3.58092	5.13042e-05	0.000926848
AP3S2	0.487963	3.16653	5.13376e-05	0.000927143
COX7A1	0.951987	2.32648	5.13641e-05	0.000927466
FAN1	0.608125	2.83365	5.14714e-05	0.000928786
KLHL20	0.599845	2.91579	5.16027e-05	0.000930537
GNPDA2	0.543329	2.84073	5.17625e-05	0.000933109
BTN2A3P	0.642097	2.37424	5.19071e-05	0.000935249
AMZ2P1	0.629826	2.38275	5.20232e-05	0.000936875
MAFA	0.730162	2.95208	5.22212e-05	0.000940128
SNX6	0.682612	2.68299	5.31009e-05	0.000953762
ZUFSP	0.511519	2.80452	5.3269e-05	0.000956454
PSMB2	0.64369	2.80134	5.3379e-05	0.000958272
LBR	0.429041	3.82875	5.34227e-05	0.000958737
ZNF592	0.530571	3.71096	5.35741e-05	0.000961138
CEBPG	0.669454	2.49538	5.36179e-05	0.000961605
TNNT3	0.608248	4.19553	5.36966e-05	0.000962857
JAGN1	0.699941	2.26604	5.41729e-05	0.000970199
CREBL2	0.879746	1.8997	5.46152e-05	0.000977393
GNG11	0.60833	2.03358	5.46421e-05	0.000977713
FAHD2CP	0.653467	1.64138	5.48338e-05	0.000980778
BMS1P1	0.790328	0.887462	5.49766e-05	0.000982888
FIP1L1	0.357075	3.80244	5.51955e-05	0.000985901
RNF2	0.552096	2.70065	5.52362e-05	0.000986392
ACTR2	0.643692	2.59654	5.54104e-05	0.000988852
CNIH4	0.583325	2.87377	5.54737e-05	0.000989494
MAPKAPK3	0.592793	3.12999	5.5742e-05	0.000993464
PAPD5	0.619541	2.07033	5.62383e-05	0.00100026
SEMA6D	0.334141	4.4194	5.62433e-05	0.00100026
TMEM50B	0.516577	2.70485	5.62547e-05	0.0010003
PPAP2A	0.625351	2.74415	5.63497e-05	0.00100166
NAB1	0.45156	3.80244	5.63705e-05	0.00100187
ZNF544	-0.890089	0.456491	5.71381e-05	0.00101335
KLHL8	0.617815	2.9742	5.74116e-05	0.00101737
CARM1	0.603678	2.95666	5.75944e-05	0.00101988
CDC42EP3	0.431024	3.76593	5.75954e-05	0.00101988
ZDHHC9	0.715936	1.60711	5.84515e-05	0.00103293
PPP3R1	0.714948	0.926516	5.85115e-05	0.00103383
ZMYND8	0.568899	2.80077	5.87818e-05	0.00103776
VAC14	0.502354	3.90853	5.89677e-05	0.00104053
BRWD3	0.587729	2.4781	5.94547e-05	0.00104793
BCOR	0.611087	3.71356	5.95032e-05	0.00104845
PRTG	0.510739	3.04109	5.95618e-05	0.00104931
ITGAV	0.443871	3.66292	5.96082e-05	0.00104996
AKT2	0.498739	4.27528	5.98761e-05	0.00105349
NUP54	0.461229	3.57917	5.98936e-05	0.00105349
AP3B1	0.463969	3.79612	6.00774e-05	0.00105651
DIRC3	0.514343	2.96487	6.02147e-05	0.00105858
NCEH1	0.55976	2.7872	6.06338e-05	0.00106457
NAA35	0.717269	2.51156	6.06634e-05	0.00106457
CHPT1	0.506779	2.43129	6.0753e-05	0.0010658
SNF8	0.541006	2.16625	6.13488e-05	0.00107556
RFTN1	0.420496	4.05284	6.18063e-05	0.001082
RPS14P8	0.712463	1.51851	6.2057e-05	0.00108552
C5orf56	0.740255	3.1974	6.21608e-05	0.00108681
FBXL14	0.660878	3.07146	6.21962e-05	0.00108708
PLEKHO1	0.482323	3.64053	6.23438e-05	0.00108896
SYNC	0.695445	2.5163	6.24508e-05	0.00109065
PPP2CA	0.588385	1.86547	6.25945e-05	0.00109271
FAM115A	0.470088	3.20422	6.2631e-05	0.00109309
UBE2E1	0.525287	2.91751	6.26619e-05	0.00109328
ACAP2	0.392051	4.17248	6.28168e-05	0.00109563
AGMAT	0.72049	1.73849	6.31353e-05	0.00109995
MAPK1	0.700918	2.92255	6.32967e-05	0.00110241
NKTR	0.416882	3.36854	6.33788e-05	0.00110348
SMIM20	0.586172	2.82157	6.33994e-05	0.00110358
RP9P	0.631898	2.39294	6.36277e-05	0.00110677
FARSB	0.599073	2.69519	6.39815e-05	0.00111166
CERS6	0.770908	2.49651	6.39926e-05	0.00111167
REEP4	0.605205	2.48945	6.4144e-05	0.00111359
NFU1	0.530654	2.68145	6.46858e-05	0.00112102
SERPINH1	0.60604	3.55764	6.478e-05	0.0011223
GEMIN8	0.668523	2.09108	6.49391e-05	0.00112398
CHD1	0.428955	3.09532	6.52802e-05	0.00112879
NARS	0.499437	3.00954	6.52899e-05	0.00112879
SLC35F2	0.616612	2.11509	6.55609e-05	0.00113293
FAM63A	0.591222	2.15112	6.56128e-05	0.00113347
JOSD1	0.536016	3.11911	6.58551e-05	0.00113711
CMTM6	0.525141	2.56671	6.60002e-05	0.00113903
MRS2	0.604356	2.44594	6.60185e-05	0.00113903
MIEF2	0.895355	1.00615	6.60591e-05	0.00113955
RBX1	0.653145	2.90438	6.61911e-05	0.00114164
CASC4	0.370608	3.78998	6.64674e-05	0.00114568
TNRC6A	0.407016	4.13835	6.66493e-05	0.00114827
PARK7	0.67825	3.4603	6.67396e-05	0.00114964
UBTF	0.763668	2.35678	6.68993e-05	0.00115203
RP11-95M15.2	0.566261	1.69832	6.69459e-05	0.00115209
FUZ	1.05983	1.04713	6.69526e-05	0.00115209
SENP2	0.420668	3.25397	6.71208e-05	0.00115383
CACYBP	0.569249	2.73477	6.71687e-05	0.00115447
STOML2	0.668309	2.4309	6.73565e-05	0.00115645
GTF3C3	0.350523	3.73026	6.74345e-05	0.00115739
CMPK1	0.753157	2.70493	6.75042e-05	0.0011584
ART1	0.899301	1.08879	6.79009e-05	0.00116411
GSTK1	0.478009	2.89621	6.79928e-05	0.00116531
PLEKHF2	0.672298	2.69986	6.80783e-05	0.00116623
RPS5	0.995897	-0.111079	6.81901e-05	0.00116796
MEX3C	0.518176	3.17732	6.82788e-05	0.00116929
ENG	0.530872	3.5984	6.83439e-05	0.00117004
SMARCC1	0.414861	3.87412	6.8371e-05	0.00117032
SETD3	0.78866	1.75923	6.84364e-05	0.00117107
FKBP1A	0.534632	2.53704	6.85164e-05	0.00117188
NF2	0.698154	2.27001	6.85973e-05	0.00117308
YBX2	0.661332	2.48525	6.90905e-05	0.00118036
ACOX1	0.58477	1.77255	6.92239e-05	0.00118231
ABCF3	0.572751	3.06004	6.93418e-05	0.00118413
PPFIA4	0.452281	4.52284	6.95405e-05	0.00118641
VDAC1	0.669498	2.3908	6.99388e-05	0.00119152
FAM214B	0.589971	3.17327	7.04413e-05	0.00119857
NDUFB1	1.0786	0.0353974	7.0481e-05	0.00119906
OBSCN	0.49409	3.97353	7.04993e-05	0.00119918
ZMAT2	0.628761	1.92833	7.08842e-05	0.0012046
ATP11B	0.448822	3.5753	7.10219e-05	0.00120637
ZFP30	0.562833	2.86175	7.1307e-05	0.00121084
GEMIN2	0.529546	2.41697	7.17945e-05	0.00121778
EXT2	0.407858	3.86313	7.21814e-05	0.00122415
CASP9	0.599603	1.90084	7.22272e-05	0.00122474
ADSSL1	0.627545	4.28452	7.22515e-05	0.00122496
RAB28	0.483173	3.29926	7.2802e-05	0.00123206
ZCCHC11	0.43448	3.51556	7.28437e-05	0.0012325
TGFBR1	0.503608	3.16213	7.32161e-05	0.00123725
HMGN1	0.668312	2.1383	7.32727e-05	0.00123725
CCAR1	0.499496	2.96521	7.37023e-05	0.00124373
PTPN12	0.332515	4.28034	7.38997e-05	0.00124609
CNNM3	0.552508	2.70467	7.46906e-05	0.0012581
KIDINS220	0.345227	4.0315	7.47177e-05	0.00125832
MAMSTR	0.727205	2.88822	7.48051e-05	0.0012596
NREP	0.479099	3.35843	7.51105e-05	0.00126356
GBA	0.69486	2.04349	7.5376e-05	0.00126744
CDK7	0.640353	2.22117	7.56723e-05	0.00127203
PRDX3	0.515579	2.72016	7.56929e-05	0.00127218
TCEAL1	0.936352	0.463677	7.58671e-05	0.00127465
SET	0.610713	3.07106	7.58754e-05	0.00127465
TMEM170B	0.649951	2.649	7.60875e-05	0.00127742
SH3RF1	0.515309	3.39439	7.63158e-05	0.00128027
THEM4	0.501571	2.83442	7.63785e-05	0.00128092
IFI44L	0.41646	3.19193	7.64074e-05	0.00128121
EFHC1	0.458984	2.91301	7.66496e-05	0.00128487
TRIM13	1.47803	-0.679973	7.68473e-05	0.00128759
KIAA1109	0.315765	5.12183	7.73173e-05	0.00129407
CLN5	0.534749	2.4158	7.73794e-05	0.00129491
DAAM1	0.349455	4.55483	7.78376e-05	0.00130117
AGFG1	0.579875	2.57602	7.78648e-05	0.0013014
TXNDC11	0.475294	3.06508	7.7875e-05	0.0013014
PRKRIP1	0.622836	2.77261	7.79792e-05	0.00130254
RP11-234A1.1	0.867004	0.3047	7.80896e-05	0.00130408
GSTCD	0.55876	2.33311	7.80953e-05	0.00130408
GNA13	0.768934	2.7762	7.8216e-05	0.00130589
PRDM11	0.520362	3.64202	7.82406e-05	0.0013061
RAB23	0.626707	2.70993	7.84636e-05	0.00130922
ZFP62	0.559878	2.87516	7.87602e-05	0.00131336
TBC1D1	0.328834	5.1615	7.88573e-05	0.00131425
CYB5R3	0.666196	3.54662	7.90805e-05	0.00131688
RP11-4B16.3	0.618936	1.73992	7.93835e-05	0.0013201
ZNF138	0.65639	2.18169	7.96167e-05	0.00132317
AP3M2	0.455131	2.68179	7.9832e-05	0.00132634
SFXN4	0.580833	3.14646	8.09516e-05	0.00134207
RP11-156P1.3	0.535472	3.1556	8.11122e-05	0.00134391
SCYL3	0.470303	3.10671	8.16562e-05	0.00135169
APOOL	0.650012	1.77794	8.18609e-05	0.00135466
RANGAP1	0.485775	2.89172	8.18736e-05	0.00135466
ZC2HC1A	0.518005	2.48208	8.20458e-05	0.00135731
ARPC5	0.984399	0.519097	8.20759e-05	0.00135746
RUSC2	0.684058	3.32799	8.21029e-05	0.00135763
INTS4	0.463172	2.84142	8.28133e-05	0.00136813
ACVR1B	0.629059	3.25858	8.28748e-05	0.00136893
POMT1	0.550845	2.7641	8.30252e-05	0.00137079
LYST	0.353615	4.33197	8.30502e-05	0.001371
HMCES	0.658694	2.46737	8.34931e-05	0.00137705
VARS	0.567506	3.25728	8.39328e-05	0.00138269
BACH2	0.549062	3.81021	8.40787e-05	0.00138461
AC009948.5	0.628465	2.11887	8.42309e-05	0.00138669
UGGT1	0.449681	3.66508	8.46136e-05	0.00139215
ARAF	0.700174	2.15152	8.49177e-05	0.00139673
ZNF546	0.589421	2.46862	8.49662e-05	0.00139731
PHF1	0.757578	2.41775	8.55879e-05	0.00140562
RPL6	0.540158	2.28407	8.56224e-05	0.00140581
ZSWIM8	0.594735	2.65457	8.57123e-05	0.00140681
UBE2Q1	0.675174	2.97213	8.57671e-05	0.0014075
HECA	0.674346	2.51624	8.5957e-05	0.00141019
PLD6	0.691033	1.91175	8.60068e-05	0.00141079
SMARCD2	0.657402	3.32916	8.60469e-05	0.00141124
ATXN2	0.351672	3.93684	8.62245e-05	0.00141372
INPP5F	0.50727	3.16787	8.65613e-05	0.00141839
NIN	0.436182	4.21212	8.68653e-05	0.00142208
SSB	0.449087	2.99987	8.6917e-05	0.0014225
LPAR6	0.422368	3.25002	8.70425e-05	0.00142359
SOX4	0.56212	2.38036	8.70598e-05	0.00142359
YBX1	0.741494	2.5809	8.74945e-05	0.00142937
KIAA1586	0.74706	1.39509	8.81229e-05	0.00143809
LRIG3	0.384766	3.51399	8.87239e-05	0.00144597
ATP5E	0.67412	2.42344	8.89859e-05	0.00144915
KBTBD8	0.611132	2.11945	8.92244e-05	0.00145282
NFKBIE	0.695454	2.35831	8.94528e-05	0.00145588
MGEA5	0.535378	2.50786	9.05099e-05	0.00147066
ANGPTL4	0.731909	1.93406	9.07256e-05	0.00147372
PAPOLG	0.402808	3.38788	9.08402e-05	0.00147537
ATP1A4	0.457285	3.24135	9.08651e-05	0.00147555
TMEM2	0.326049	4.36435	9.09257e-05	0.00147618
ANKRD46	0.493005	3.14296	9.1254e-05	0.00148098
NDFIP1	0.524344	3.49074	9.15105e-05	0.00148448
ZNF317	0.475296	2.43789	9.15666e-05	0.00148516
RBM41	0.611359	1.93989	9.1771e-05	0.00148737
TM2D3	0.453106	3.46969	9.20248e-05	0.00148992
FIGF	0.935007	1.25479	9.27208e-05	0.00149963
NIPSNAP3B	0.670046	2.23849	9.28313e-05	0.00150052
PACSIN2	0.414468	4.12522	9.29273e-05	0.00150185
ZNF397	0.576607	2.4378	9.32362e-05	0.00150639
DYNLRB1	0.593601	2.40057	9.337e-05	0.00150833
DCAF7	0.587973	3.24093	9.34649e-05	0.00150907
ARHGAP26	0.345905	4.9485	9.34994e-05	0.0015093
TSPAN31	0.869052	0.687646	9.36674e-05	0.00151133
METTL5	0.577738	2.1555	9.42586e-05	0.00151952
TMEM183A	0.571777	2.93467	9.44809e-05	0.00152242
CD99L2	0.695512	1.92778	9.46295e-05	0.00152447
EXOSC2	0.535242	2.54676	9.46687e-05	0.00152447
AVPI1	0.682593	2.01948	9.49345e-05	0.00152811
