logFC	logCPM	PValue	adj.p.value
UBTD2	0.377186	3.1329	0.082342	0.383647
TTLL12	-0.336639	2.90847	0.0824242	0.383787
MYCT1	0.327579	2.8246	0.0824536	0.383803
RP11-159J3.1	-0.185278	6.43797	0.0824846	0.383827
LINC00662	-0.292233	3.24776	0.0825651	0.38408
PHC1P1	0.621071	0.92736	0.0826602	0.384401
TRIM65	-0.263766	3.38147	0.0826899	0.384418
VDAC3	-0.142049	8.36735	0.0827658	0.384561
TESK2	-0.286997	3.15379	0.0827727	0.384561
ZNF236	0.302193	3.15279	0.0829119	0.385086
OSBPL6	0.165495	5.59957	0.0829914	0.385252
TECRP2	0.586729	1.55583	0.0829998	0.385252
RP1-181J22.1	-0.574106	1.02306	0.0832623	0.385921
TMX2P1	0.391663	2.15952	0.0832832	0.385921
SELT	0.249062	3.92982	0.0832871	0.385921
HNRNPLL	0.223873	4.1533	0.083301	0.385921
LRBA	0.182962	4.65727	0.0833515	0.386034
ZNF556	-0.497141	1.67841	0.0834268	0.3862
GGNBP2	0.183955	5.14877	0.0835011	0.3862
ABCB10	0.248054	3.68071	0.0835182	0.3862
ACSL5	0.494115	1.81846	0.0835242	0.3862
USP12	0.240534	3.75209	0.0835706	0.3862
BRD3	0.181535	4.83396	0.083608	0.386251
TGIF1	0.356922	2.50162	0.0836624	0.386382
TMEM123	0.246932	3.76951	0.0836905	0.386391
RP3-425C14.4	-0.337816	2.86046	0.0838024	0.38671
PPP1R21	0.371376	2.63147	0.0838196	0.38671
STK3	0.280043	3.22361	0.0838637	0.38671
RP11-184I16.4	-0.158494	4.96325	0.0838644	0.38671
ARHGAP33	-0.565658	1.73438	0.0839296	0.386889
FIGNL1	-0.31667	2.67495	0.0842661	0.388192
LDLRAD4	0.199109	4.59222	0.0842912	0.388192
NOSIP	-0.146152	5.39867	0.0844368	0.388662
CCAR1	-0.154395	5.8629	0.0844675	0.388662
GPALPP1	0.245309	3.5032	0.0845481	0.388662
C19orf10	-0.357328	2.52764	0.0845568	0.388662
MLF2	-0.149982	6.05391	0.084561	0.388662
RP11-475C16.1	-0.168626	5.45088	0.084582	0.388662
UBE2D4	-0.141358	6.05056	0.0845945	0.388662
FIS1	-0.148792	6.72594	0.0846075	0.388662
FCHSD2	0.289006	2.94985	0.0846303	0.388662
RP11-641D5.1	-0.185945	4.62117	0.0848152	0.38939
BRCA1	0.324662	2.41619	0.0849324	0.389806
ENPP2	0.386209	1.88919	0.0850519	0.390222
HS6ST3	1.16438	0.314214	0.0851577	0.390476
RP11-440L14.1	1.06831	0.428713	0.0852379	0.390722
SEPT4	-0.399613	2.42667	0.0852768	0.390779
C3orf33	-0.441964	2.02021	0.0853936	0.391004
GNAO1	0.465431	1.37043	0.0854055	0.391004
TECPR2	0.221661	4.20519	0.0854361	0.391023
BCL9L	0.202176	4.5381	0.085467	0.391043
TUBBP1	0.440011	2.20261	0.0857178	0.391948
TPI1	-0.13259	9.02159	0.0858301	0.392264
KDM5C	0.136595	6.09776	0.0858402	0.392264
RP11-1379J22.2	-0.617402	0.805874	0.0860224	0.392907
MACF1	0.13384	7.32638	0.0860884	0.393033
HMGA1	-0.171201	5.04367	0.0861472	0.393166
MECP2	0.152743	5.29834	0.086278	0.393344
CTC-365E16.1	0.474427	1.75791	0.0863451	0.393344
PHF11	-0.26886	2.97704	0.0863534	0.393344
RPS13P2	-0.167202	5.17908	0.0863741	0.393344
CD99	-0.140789	6.00018	0.0864076	0.393344
LZIC	0.265347	3.73296	0.0864212	0.393344
BCAR1	0.178446	5.11454	0.0864231	0.393344
KCTD3	0.182065	4.55505	0.0865103	0.393619
HINT1	-0.137178	6.7555	0.0866195	0.393942
PHF8	0.266243	3.57744	0.0866599	0.393942
TLR4	0.608677	1.6649	0.0867157	0.393942
TATDN2P2	1.27589	0.00733858	0.0867192	0.393942
ABI3BP	0.349449	2.84793	0.0867416	0.393942
PNPT1P1	-0.499128	1.49451	0.0867824	0.394006
SFPQ	0.168143	6.74961	0.0868407	0.394047
GNAI2	0.169776	5.25506	0.0868471	0.394047
RAP2A	0.219942	4.59172	0.0868991	0.394051
METTL3	-0.204075	4.37196	0.0870018	0.394396
NDUFA4	-0.13561	8.36758	0.0870358	0.394429
ZNF500	-0.344534	2.34758	0.0870735	0.394443
AP000648.5	0.600706	1.40849	0.0870925	0.394443
CIC	0.214784	4.75652	0.0871556	0.394608
PRPF39	-0.213122	4.26338	0.0872047	0.394709
WDR61	0.194059	4.51075	0.0874035	0.39528
HLA-DRB1	0.200392	4.32349	0.0874076	0.39528
KHNYN	0.174942	4.57622	0.0874616	0.39528
SSPO	-0.733822	0.129793	0.0874939	0.39528
SPATA20	-0.167914	4.87099	0.0874963	0.39528
NDUFB4	-0.135211	7.17296	0.0875186	0.39528
TMC6	-0.491084	1.48172	0.0875666	0.39528
NAA40	-0.192586	4.39326	0.0875795	0.39528
NADK2	0.175136	4.72608	0.0875901	0.39528
FN3K	-0.246085	3.72902	0.0875989	0.39528
CYB5A	-0.286771	3.10189	0.0876597	0.395434
SSH1	0.222311	5.4315	0.0877831	0.395748
KAL1	0.216755	4.20641	0.0878262	0.395822
RAB11A	0.163412	5.06615	0.0880993	0.396689
RPL14P3	-0.515359	1.55254	0.0881365	0.396692
EI24P2	0.806486	-4.11523e-05	0.0881537	0.396692
USP47	0.149161	7.39569	0.0883075	0.397142
SMG8	-0.253508	3.08616	0.0883557	0.397237
CCNK	0.367402	2.28424	0.0883979	0.397306
RP11-473N11.2	-0.450762	1.53867	0.0884566	0.397448
CAB39	0.130835	7.94031	0.0884936	0.397494
RP11-171I2.1	-0.528157	1.56839	0.0885973	0.397577
SCN9A	-0.853643	0.31532	0.0886156	0.397577
HIC1	0.416893	2.87247	0.0886214	0.397577
ATP5C1	-0.131307	7.81591	0.0886469	0.397577
WDR36	0.195912	4.10625	0.0887941	0.398116
GMFB	0.389612	2.57358	0.0888706	0.398234
RBM25	-0.131843	6.82732	0.088978	0.398355
CXXC5	-0.139488	5.6308	0.0889824	0.398355
VPS13C	0.173967	5.99925	0.0891121	0.398814
TMEM102	-0.590976	1.44731	0.089302	0.399422
GPNMB	-0.201921	4.57263	0.0894265	0.399639
AC114877.3	-0.9468	0.0142735	0.0894413	0.399639
CLASP2	0.139424	6.75209	0.089459	0.399639
STARD4-AS1	-0.276202	3.49807	0.0895271	0.399823
TBC1D2	-0.600683	1.50371	0.0896588	0.40029
IDNK	-0.546599	1.18195	0.0897019	0.400361
RBBP4P1	0.718794	0.547473	0.0897436	0.400426
STT3B	0.140493	6.74185	0.0897839	0.400484
RNF5P1	0.376816	2.11308	0.0898498	0.400626
CELSR2	0.242522	4.62098	0.08987	0.400626
TEX30	0.396653	1.87708	0.0899224	0.400739
OSMR	0.539247	1.58143	0.0899668	0.400816
KCNJ6	-0.973352	0.0214879	0.0900833	0.401148
ZNF529-AS1	-0.869235	-0.155742	0.0900959	0.401148
KCNB1	0.183044	4.74526	0.0901347	0.4012
ZMAT1	-0.364409	2.8717	0.090217	0.401445
C17orf70	-0.246725	3.42023	0.090284	0.401584
INO80	0.193794	4.69654	0.0903099	0.401584
HGH1	-0.290007	3.39604	0.0903298	0.401584
SLC25A42	-0.168283	5.3825	0.090648	0.402877
BMPR1B	0.389074	2.13864	0.0907419	0.403006
AMOTL1	0.144629	7.22629	0.0907578	0.403006
FHL5	0.808619	2.03868	0.090782	0.403006
PHLDA3	-0.21536	4.50243	0.0907972	0.403006
COL21A1	-0.549856	1.39075	0.0908137	0.403006
PRPF6	-0.152855	5.9311	0.0910054	0.40361
PPP1R7	-0.151605	5.08677	0.0910077	0.40361
UBALD2	-0.17828	4.71748	0.0910462	0.40361
CTDP1	0.303601	2.82724	0.0911173	0.40361
TRHDE-AS1	0.819175	0.0588492	0.091197	0.40361
SERAC1	0.325586	2.96934	0.0911996	0.40361
ERCC2	-0.259982	3.28142	0.0912241	0.40361
RP11-323I15.2	0.893611	0.0425638	0.0913105	0.40361
TMEM9	-0.233573	4.53215	0.0913299	0.40361
REEP2	-0.309468	2.89717	0.0913497	0.40361
PDCD6IP	0.138693	5.64626	0.0913529	0.40361
ATPIF1	-0.168099	6.75583	0.0913571	0.40361
RAPGEF3	0.274904	3.73925	0.0913908	0.40361
RP11-160C18.2	-1.13563	0.119143	0.0914149	0.40361
IQCH-AS1	-0.235735	3.87582	0.0914533	0.403612
KIAA1549	0.605508	1.09354	0.09147	0.403612
IRGQ	0.180856	4.78461	0.0915041	0.403642
PODXL2	0.776744	0.862488	0.0917583	0.404642
CRIM1	0.174057	5.37759	0.0917938	0.404671
NDUFB1P1	-0.536055	1.84103	0.0918975	0.404671
TNIP1	0.146008	7.34535	0.0919058	0.404671
TUBA1A	0.265901	3.22321	0.0919213	0.404671
RP11-797H7.1	1.0767	0.119125	0.0919296	0.404671
EFNA1	-0.537022	1.93804	0.0920057	0.40484
AC013275.2	1.22705	0.0212382	0.0920229	0.40484
FER1L4	-0.890229	-0.00872268	0.0921469	0.405144
RP11-571F15.3	-0.319062	2.46524	0.0922268	0.405289
TTLL3	-0.297126	3.15038	0.0922497	0.405289
PRKAG2	0.409256	2.73449	0.0922818	0.405289
RP11-346K17.3	-1.81571	0.347863	0.0922897	0.405289
EDN1	1.30561	0.160446	0.09232	0.405301
SNED1	-0.165311	5.09525	0.0923542	0.405331
TTC23	-0.182666	4.66503	0.0924298	0.405469
SNX30	0.408532	2.30603	0.0924407	0.405469
FARP1	0.202706	4.22152	0.0926312	0.40584
CHRD	-0.395852	2.43201	0.0926348	0.40584
RP1-225E12.3	0.928552	-0.132032	0.0926893	0.40584
LINC00641	0.382588	2.01621	0.0926967	0.40584
PRRC1	-0.227474	4.16025	0.0927043	0.40584
MUL1	-0.179741	4.9532	0.0927274	0.40584
ABCA10	-0.330704	3.35905	0.09276	0.40584
HSPB11	-0.507952	1.83984	0.0927691	0.40584
STPG1	-0.685942	0.693087	0.0928669	0.406131
KLF15	0.249005	5.08189	0.0929439	0.406347
LINC01024	0.747726	0.288366	0.0930496	0.406525
SCN1B	-0.145693	7.55516	0.0930522	0.406525
DIRAS3	-1.09242	0.0135355	0.0930672	0.406525
ZMAT2	-0.144782	5.89726	0.0932271	0.407103
AC104297.1	0.674848	0.803371	0.093271	0.407174
CARD6	0.603999	1.07994	0.0933388	0.407228
CALCOCO1	-0.14043	7.44324	0.0933596	0.407228
TAB3	0.217768	4.47957	0.0933662	0.407228
RANP1	-0.311735	2.96945	0.093424	0.407359
METTL10	-0.395467	2.1333	0.093498	0.407562
DDX54	0.18488	4.79745	0.0935698	0.407704
ZNF761	0.448505	1.5443	0.0935859	0.407704
QSER1	0.233952	3.85198	0.0936872	0.408025
MRPL30	-0.200338	4.61389	0.0937275	0.40808
PARD6B	-0.834268	0.319065	0.0937843	0.408187
EPRS	0.135109	6.81705	0.0938075	0.408187
CEACAM1	0.547571	0.852333	0.0938557	0.408222
TMEM128	0.37877	2.05105	0.0939278	0.408343
ALDH1B1	-0.163964	5.55954	0.0939542	0.408343
CLEC14A	-0.214549	3.85247	0.0940897	0.408812
MED24	-0.131589	6.11612	0.0942686	0.409469
LINC00312	-0.344513	2.51311	0.0944363	0.40967
WHAMM	0.215822	4.59249	0.0944511	0.40967
ABHD4	0.225951	3.62776	0.0944787	0.40967
ADNP	0.145807	5.77407	0.0944824	0.40967
ARVCF	-0.24194	3.95458	0.0944977	0.40967
PPAPDC1B	0.395864	2.45109	0.0945256	0.40967
AKAP9	-0.135246	8.18506	0.0945429	0.40967
PSMD12	0.148292	5.47391	0.0945504	0.40967
LINC00938	-0.17072	4.48573	0.0945648	0.40967
FHOD3	0.16875	6.09808	0.0946656	0.409914
RPS20P14	-0.697369	0.16087	0.0947245	0.409914
CTA-445C9.15	-0.404212	1.79732	0.0948324	0.410227
NDUFB2	-0.138646	7.04159	0.0948889	0.410351
MRPS36P1	-0.283259	2.96376	0.094929	0.410404
FAM175A	0.3368	2.6702	0.0950067	0.410619
LUCAT1	1.18793	0.0837213	0.0950932	0.410873
UTP11L	-0.130059	6.90305	0.0951505	0.410969
KHDRBS3	0.234944	3.77491	0.0951799	0.410969
RAB11FIP1	0.365882	2.8028	0.0951991	0.410969
NLK	0.308698	3.29228	0.0953329	0.411306
GPATCH11	-0.436017	2.09879	0.0954651	0.411527
INTS6	0.306878	3.56056	0.0954886	0.411527
COL27A1	-0.235345	3.65289	0.0955182	0.411527
LAMA5	0.280973	4.07287	0.0955762	0.411527
COPZ1	-0.142399	5.83501	0.09558	0.411527
SDF2L1	-0.602545	1.13566	0.0956187	0.411527
AC137932.4	-0.869728	-0.044131	0.0956446	0.411527
GID4	0.149054	5.17321	0.0956491	0.411527
NUP93	-0.23191	3.66123	0.0956593	0.411527
MSANTD1	-0.951096	0.261352	0.095663	0.411527
PSMF1	-0.138231	6.59899	0.0957754	0.41189
COQ10B	0.347487	2.98335	0.0958372	0.411976
STIP1P3	0.438812	1.91192	0.0958622	0.411976
EP400	0.17696	5.00461	0.095905	0.411976
THEM4	-0.209261	4.05171	0.0959071	0.411976
BRD4	0.134762	5.94749	0.09601	0.412178
COPS5P1	-0.734227	0.27943	0.0961364	0.412568
RP11-507K2.6	-0.575563	1.02537	0.0962087	0.412568
GMNN	-0.434793	1.75466	0.0962107	0.412568
UBXN8	-0.436523	1.57176	0.0962128	0.412568
ZNF345	0.626339	1.25957	0.0962952	0.412802
S100A16	-0.252751	3.61105	0.0963233	0.412802
SIAH2	0.248292	3.36705	0.0964323	0.413149
TUBGCP2	-0.168328	5.01056	0.0965319	0.413456
GK	-0.821914	-0.074459	0.0967643	0.414243
CDC25B	-0.39571	2.36955	0.0967718	0.414243
UFC1	-0.178549	4.86992	0.0968438	0.414431
MAVS	0.129729	7.311	0.0969148	0.414614
BRK1	-0.148791	5.97783	0.0970174	0.414933
TAF4B	0.41305	1.70698	0.0970711	0.415042
RPL37AP1	-0.324823	2.3189	0.0971707	0.415168
PGM5	-0.155572	5.06291	0.0971709	0.415168
BIRC6	0.133257	5.91784	0.0974958	0.416375
LARS	0.134605	6.76364	0.0977107	0.417111
MTHFD2	-0.224398	4.16151	0.0977247	0.417111
PRC1	-0.630308	1.43201	0.0977721	0.417193
ZBTB7B	0.2354	3.82222	0.0978162	0.417261
DCLK2	0.595679	0.730469	0.0979512	0.417595
LINC00649	-0.421755	1.7502	0.0979983	0.417663
CASP4	0.442698	1.98561	0.0980238	0.417663
HMGN3-AS1	-0.493337	1.75148	0.0981071	0.417806
COQ4	-0.214504	3.99288	0.098114	0.417806
NF2	0.190894	5.15959	0.0981506	0.417841
RNF111	0.205051	4.04802	0.0982343	0.418077
LINC01355	-0.518856	1.76009	0.0983312	0.41817
ZFY	0.657649	1.24179	0.0983796	0.41817
C22orf15	1.38582	-0.220721	0.0983864	0.41817
TBPL1	0.450232	1.81668	0.0983979	0.41817
RP11-813P10.2	-0.265483	3.65695	0.0984775	0.418388
RFXANK	-0.265932	2.99609	0.0985074	0.418394
FBXL5	0.134449	6.55468	0.0985374	0.418401
EPDR1	-0.136755	6.50965	0.0986531	0.418651
UBXN1	-0.137573	6.47326	0.0987721	0.419036
LINS	-0.358349	2.32882	0.0988679	0.419322
LTB4R	-0.419391	1.69636	0.0992405	0.420508
CDC42BPA	0.142114	5.51944	0.0992618	0.420508
ABL2	0.256029	3.35199	0.0993506	0.420764
RPL19P12	-0.230125	4.32171	0.0994179	0.420885
ZBTB9	-0.646519	0.980097	0.0994624	0.420885
CHST2	0.910692	0.243254	0.0994834	0.420885
CALD1	0.243238	5.43688	0.0994933	0.420885
CTC-329H14.1	0.409293	1.83748	0.0995366	0.420947
NCKAP1	0.129899	7.15026	0.0996901	0.421476
FANCI	-0.797041	0.360386	0.0997211	0.421486
STRIP1	0.225253	4.01554	0.0998599	0.421952
C5orf51	0.272352	3.29521	0.0999524	0.422066
ATL3	0.275596	3.17923	0.100018	0.422066
ARHGEF37	0.203626	4.59897	0.100079	0.422066
CLEC10A	1.20217	0.197382	0.10008	0.422066
CD97	-0.228389	3.90847	0.100155	0.422066
TXLNA	0.208034	4.87625	0.100172	0.422066
MYL3	-0.220684	9.98801	0.100202	0.422066
HSP90AA4P	0.388507	2.48845	0.100224	0.422066
MITD1	-0.383594	2.24401	0.100224	0.422066
HDAC4	0.134218	5.9047	0.100245	0.422066
FHOD1	-0.140578	7.12655	0.100259	0.422066
ZNF839	-0.23094	3.9079	0.100428	0.422619
PA2G4	-0.180515	4.7274	0.100474	0.422619
SIN3A	0.170266	4.42394	0.100476	0.422619
RLF	0.188576	4.09301	0.100532	0.422621
PHF19	0.266016	3.23865	0.100647	0.42295
HMGB3	0.444682	1.73394	0.100692	0.42295
MRPS33	-0.145561	5.7088	0.100698	0.42295
GSTM2P1	-0.367371	2.41373	0.100884	0.42361
C1orf109	-0.302665	2.52415	0.101081	0.424081
MEG3	-0.154368	6.85916	0.101089	0.424081
CELF2	0.209165	4.40526	0.101111	0.424081
TOMM7	-0.127169	7.6155	0.101324	0.424831
KIF2A	0.352244	2.29982	0.101645	0.425954
ARHGEF7	0.148024	6.05057	0.101687	0.42601
UBE2Q2P6	-0.212901	4.25493	0.101742	0.426119
ATG101	0.301394	2.81991	0.101807	0.426272
AKR1B1P7	0.449701	1.53867	0.10192	0.426504
AP4E1	0.206174	4.39167	0.101953	0.426518
MED12	0.189592	4.55692	0.102017	0.426587
DNAJC19P9	-0.316233	2.78098	0.102027	0.426587
PHTF2	0.130351	7.91194	0.102072	0.426656
RP11-5C23.1	0.897898	-0.0333093	0.102125	0.426739
FOPNL	-0.149914	5.18822	0.10215	0.426739
STT3A	-0.189872	4.42307	0.102196	0.426809
RPS4X	-0.125507	7.79394	0.102238	0.426863
NUP155	0.25949	3.75639	0.102375	0.427316
RPE	0.30899	2.52279	0.102421	0.427388
FBXW11P1	-0.919301	0.472544	0.10267	0.428306
RAD23B	0.140027	7.38216	0.102724	0.428408
MRPS21	-0.168793	4.72708	0.102777	0.428415
RP11-114H7.1	-0.246068	3.43193	0.102798	0.428415
CD14	0.619775	0.640509	0.102813	0.428415
PROX1	0.340288	3.66322	0.102879	0.428546
FBXO40	0.119778	8.70055	0.102902	0.428546
RP11-551L14.1	0.897233	0.371107	0.103007	0.428863
TBC1D19	0.469707	1.52392	0.103301	0.429963
STK40	0.154744	6.43821	0.103536	0.430573
MFSD3	-0.256549	3.54726	0.103541	0.430573
PRKG1	0.136283	6.26107	0.10356	0.430573
RP11-767N6.7	-0.580897	0.910823	0.103564	0.430573
LINC00899	0.431649	2.34281	0.103611	0.430645
DDX19B	-0.339056	2.34193	0.1037	0.430798
TULP4	0.161988	5.53761	0.103767	0.430799
TRADD	-0.539748	0.876246	0.103796	0.430799
CLCN1	-0.127879	6.31821	0.103823	0.430799
HMBS	-0.235139	4.07495	0.103902	0.431005
TTTY14	-0.333813	2.78407	0.104028	0.431179
DHX9	0.152746	5.43826	0.104031	0.431179
CORO7	-0.738471	0.572178	0.104079	0.431179
ARL4C	0.776243	0.33213	0.104088	0.431179
PPIP5K2	-0.27174	2.77221	0.104107	0.431179
PRKD1	-0.581407	1.36068	0.104147	0.431179
C19orf43	-0.13842	5.38798	0.104276	0.431466
MUM1	0.239331	3.72606	0.104415	0.431832
PPP2CB	0.13924	5.90593	0.104423	0.431832
SCNN1D	-0.432298	1.94731	0.104496	0.432014
SMAD2	0.152214	5.369	0.104593	0.432183
MOCS1	0.193118	4.18344	0.104599	0.432183
ABCA6	-0.280111	3.21215	0.104625	0.432183
CGB7	-0.747291	0.435214	0.104655	0.432184
FNTA	-0.178722	4.73201	0.104861	0.432717
CHMP2A	-0.156027	5.56701	0.104912	0.432717
NUP98	0.164124	5.90839	0.104946	0.432717
PLP2	-0.196543	4.05542	0.104962	0.432717
RDX	0.131516	6.90207	0.104967	0.432717
ABL1	0.159132	4.82786	0.104969	0.432717
ZNF131	0.204019	3.86291	0.104992	0.432717
SLC4A3	-0.711512	0.451046	0.105048	0.432717
ETAA1	-0.347073	2.57319	0.105066	0.432717
CD163	0.686116	0.843964	0.105077	0.432717
NUP133	0.154831	4.97963	0.105176	0.433005
KIAA1468	0.230332	3.70521	0.105248	0.43318
TBC1D14	0.176255	4.33051	0.105389	0.433637
GIPC3	0.719842	0.382665	0.105419	0.43364
PLEKHA3	0.304703	2.6392	0.105527	0.433692
TET2	0.199993	4.1716	0.105549	0.433692
AGFG1	0.200784	4.57969	0.105549	0.433692
ARSD	0.744219	0.110726	0.105693	0.434043
MECR	-0.172906	4.76731	0.105734	0.43409
TPT1P4	-0.191305	4.16065	0.105814	0.434179
ZDHHC24	-0.407954	1.90778	0.105815	0.434179
PPP1R11	0.207402	4.0511	0.10587	0.434188
TIPIN	-0.624264	1.06212	0.106324	0.435542
AGAP1	0.223756	4.68232	0.106415	0.43563
FAM86B3P	-1.04155	0.101301	0.106418	0.43563
ATP5A1P2	-0.198193	5.17623	0.106434	0.43563
NAPEPLD	0.250706	3.44138	0.106466	0.43564
MYBPC1	0.0899472	13.7579	0.106661	0.436277
HABP4	0.308543	3.01926	0.106711	0.436277
FAM84B	-0.613218	0.750113	0.106711	0.436277
NDUFS3	-0.146705	7.10379	0.106754	0.436332
SLC9A8	-0.170446	4.45169	0.106809	0.436338
IL17D	-0.236816	6.22375	0.106826	0.436338
RP11-448G15.3	-0.49533	1.476	0.106844	0.436338
PDK1	0.239756	3.50843	0.106923	0.436401
PTGES3	0.130273	6.20892	0.106941	0.436401
DDX41	-0.181286	4.30215	0.106948	0.436401
ZDHHC2	0.210001	4.92966	0.106978	0.436401
NME7	-0.716273	1.40868	0.107058	0.436457
ZBTB5	0.273655	3.19761	0.10708	0.436457
MGAT4A	0.418471	2.8911	0.10711	0.436458
PAK4	-0.291687	3.04417	0.107157	0.436526
RPL13A	-0.139018	7.07627	0.107189	0.436526
SLC2A6	-0.956835	0.242075	0.107215	0.436526
BRAF	0.326392	3.43881	0.107374	0.437051
ZDHHC23	0.786577	0.769861	0.107495	0.437181
CXorf23	0.242022	3.48525	0.107533	0.437217
RP11-64B16.2	0.188477	4.92468	0.107713	0.437644
C19orf48	-0.556968	1.51794	0.107727	0.437644
DTX2	0.510597	1.56356	0.107727	0.437644
SARS	-0.12288	6.05033	0.10796	0.438088
RP11-778D9.4	-0.154641	5.08045	0.108	0.438088
ID2	0.434185	1.83888	0.108058	0.438088
CAMSAP1	0.128341	6.26429	0.108071	0.438088
MT1M	1.06676	-0.182805	0.108193	0.438088
CMC2	-0.179612	4.50099	0.10822	0.438088
ZNF44	0.353378	2.81963	0.108281	0.438088
PDHX	0.146876	6.71044	0.108305	0.438088
DHRS7C	-0.137321	6.55097	0.108305	0.438088
COMMD7	-0.152356	5.16285	0.108306	0.438088
DPYSL2	0.180561	4.59622	0.108319	0.438088
ANXA2R	-0.731866	0.38194	0.108329	0.438088
C1orf198	0.250266	4.33414	0.108346	0.438088
TGFBR1	0.196291	4.18117	0.108348	0.438088
CNTRL	-0.47301	1.96345	0.10837	0.438088
NDUFA3	-0.152251	6.12663	0.108387	0.438088
ADCK1	-0.25066	3.26741	0.108401	0.438088
ZNF33B	-0.279706	2.83077	0.108412	0.438088
SLC10A3	0.401128	2.28097	0.108431	0.438088
SEL1L	0.128272	5.72542	0.108469	0.438123
NOS2	0.98342	0.104863	0.10887	0.439382
ZNF594	0.323874	2.53749	0.108908	0.439417
ST8SIA2	-0.972971	0.447959	0.109017	0.439587
MID1IP1-AS1	0.643392	0.450278	0.109044	0.439587
SCYL2	0.192441	4.55347	0.109095	0.439587
NPRL3	-0.203787	4.27059	0.109097	0.439587
BACH2	0.294024	3.22864	0.109125	0.439587
RPL13P2	-0.45659	1.40869	0.109129	0.439587
IL17RD	0.583557	1.10911	0.109183	0.439683
RPS14	-0.125761	8.02605	0.109243	0.439803
CYP1B1	0.668249	1.06323	0.109345	0.440018
ARMC5	0.29698	2.77481	0.109356	0.440018
CPSF3	-0.237818	3.53142	0.109403	0.440087
KCNK7	0.936773	0.128064	0.109574	0.440303
CTD-2267D19.3	-0.771415	-0.0513684	0.109585	0.440303
ACIN1	0.132353	6.23526	0.109591	0.440303
SLC35D1	0.174246	4.55591	0.109626	0.440303
RAD23BP1	0.36367	2.72161	0.109654	0.440303
RXRG	-0.137628	5.52435	0.109664	0.440303
PFKFB2	0.156171	5.36884	0.109665	0.440303
TNNC2	-0.140255	12.4846	0.109766	0.440589
UPP1	-0.251563	3.79562	0.10988	0.440826
TUB	0.335869	2.21436	0.109895	0.440826
NRXN2	-0.574901	0.7458	0.109943	0.440826
ZNF224	-0.479366	1.75674	0.110009	0.440826
ZNF589	-0.257136	3.27848	0.110019	0.440826
ZNF155	0.918267	-0.0342157	0.110045	0.440826
UQCC2	-0.149976	5.04677	0.110059	0.440826
WDR31	0.617527	0.646924	0.110065	0.440826
HINT2	-0.214703	4.43318	0.110458	0.44228
RAB26	-0.966538	0.228028	0.110605	0.442644
ELOVL6	-0.756352	0.0115085	0.11065	0.442644
RC3H1	0.154459	5.77511	0.110767	0.442644
B9D1	-0.663531	1.08313	0.110769	0.442644
LMO2	-0.167109	5.40895	0.110771	0.442644
GLE1	-0.193773	4.69484	0.110789	0.442644
ATP6V0D1	-0.132606	5.68561	0.110841	0.442733
ANGPTL2	0.181529	5.6019	0.110975	0.443134
AC008427.2	-0.477291	1.35654	0.111013	0.443134
SORBS2	-0.426517	2.39587	0.111031	0.443134
ZNF493	-0.25401	3.15022	0.111144	0.44327
IPO5	0.126647	7.78589	0.111156	0.44327
MTPN	0.147304	5.96738	0.11131	0.443647
AVIL	-0.210932	4.4604	0.111385	0.443816
NRG4	-0.286039	2.92023	0.111473	0.443816
ZNF852	0.953066	0.144862	0.111506	0.443816
SMPX	-0.126866	8.66352	0.111552	0.443816
ZBTB6	0.254123	3.08623	0.111557	0.443816
NET1	0.185802	4.05263	0.111582	0.443816
EPS15	0.140077	6.95132	0.111598	0.443816
ING3	0.339909	2.86638	0.111625	0.443816
FAM57B	-0.481741	2.8832	0.11165	0.443816
TRIM26	0.332566	3.44762	0.111654	0.443816
RP11-53O19.3	-0.248035	3.58496	0.111766	0.444112
PSMB6	-0.13294	6.34487	0.111788	0.444112
DDX55	-0.297337	2.83316	0.111885	0.444221
PLCB2	-0.507322	1.10639	0.111997	0.444221
MRPL11	-0.151212	4.82469	0.112036	0.444221
FBXL17	0.125755	6.28996	0.112055	0.444221
SPRYD3	-0.253055	3.90678	0.112062	0.444221
ARV1	0.287714	3.45763	0.112068	0.444221
ARID1A	0.140088	5.47418	0.112079	0.444221
RP3-340B19.2	0.511138	1.78376	0.112166	0.444221
TTC27	-0.259185	3.45044	0.112175	0.444221
ITGA7	-0.133027	8.1887	0.112177	0.444221
TMEM25	-0.268748	2.89429	0.112273	0.444482
TTC32	-0.336244	2.91599	0.112421	0.444748
CSRP1	0.408397	4.09685	0.112476	0.444748
ARHGAP10	0.160053	4.92357	0.11248	0.444748
PIGP	-0.232602	4.29111	0.112586	0.444748
KIAA0247	0.224745	3.86703	0.112613	0.444748
AGPAT9	0.182109	4.88797	0.112619	0.444748
STON1	0.503826	1.17876	0.112626	0.444748
DICER1	0.160487	5.68974	0.112635	0.444748
AHSA1	0.134896	6.28425	0.112636	0.444748
RAMP2	-0.351001	2.89222	0.112642	0.444748
NUDT21	0.145248	5.09356	0.112716	0.444908
NOM1	0.180836	4.47649	0.112743	0.444908
SATB1	0.122782	7.18105	0.112841	0.445176
PARP6	-0.131377	5.52506	0.112912	0.445338
RIC8A	-0.187349	4.31877	0.11295	0.445344
RP11-301G21.1	0.747577	0.561946	0.112974	0.445344
MUC6	-0.413721	1.68083	0.113017	0.445366
STAM2	0.225783	3.43418	0.11304	0.445366
