logFC	logCPM	PValue	adj.p.value
COL4A1	0.273925	2.49011	0.212579	0.505602
OSGIN1	-0.252169	2.89561	0.213547	0.506819
SLC22A5	-0.198025	2.79418	0.214828	0.508473
ATG2B	-0.199436	2.86228	0.218453	0.51326
RPL37A	-0.305473	1.4614	0.219111	0.514175
NEDD4	0.197565	2.98791	0.221748	0.51751
RP11-474J18.1	1.09094	-0.180136	0.223889	0.520293
NF1	-0.14045	4.05616	0.224701	0.521216
PLCL1	0.186933	3.38141	0.225252	0.521932
CHUK	-0.442686	0.716603	0.226396	0.523274
SLC2A3	-0.225377	2.7687	0.226499	0.523407
KLF13	-0.163616	3.95894	0.226734	0.523738
ITGA1	0.285237	2.34563	0.226929	0.523935
SOCS5	0.330894	1.73575	0.227338	0.524379
IFRD1	0.176359	3.36676	0.228982	0.526397
UQCRHL	-0.372702	1.1442	0.229921	0.527379
FOXJ2	-0.291333	2.32463	0.231699	0.529624
ADAMTS4	-0.85285	-0.958828	0.233276	0.531317
SNRNP35	0.237485	2.2828	0.235442	0.534045
ZBTB11	-0.719009	-0.032115	0.235665	0.534281
KIAA2018	0.196199	2.68151	0.235784	0.534426
TIMM9	-0.46446	0.41485	0.235795	0.53444
CXXC1	-0.300438	1.47818	0.236453	0.535326
FANCM	0.218536	2.94989	0.236702	0.535676
ZBTB47	-0.320697	1.42712	0.238461	0.53764
LRRK2	0.216061	2.82722	0.243489	0.543711
EGR3	0.420017	0.880328	0.243701	0.543978
USP37	-0.242885	2.86684	0.244117	0.544553
RASIP1	0.337657	1.55039	0.247789	0.548551
ACOT13	-0.428735	0.632195	0.248824	0.549581
ZC3H15	0.3959	1.56001	0.249771	0.550477
MEDAG	-0.381398	1.7493	0.253069	0.55396
PNP	0.307063	1.69137	0.253503	0.554401
HIST1H2BD	1.04546	-1.41684	0.254588	0.5556
UAP1	0.257563	2.09925	0.256237	0.557285
ATP1A1	-0.145805	3.62	0.256284	0.55731
TMUB2	-0.696784	0.023902	0.257047	0.558091
SLC29A2	-0.4134	0.786848	0.25757	0.558621
EIF4BP3	0.354589	1.14365	0.258613	0.559638
NENF	-0.416977	1.44181	0.259507	0.560539
KCNJ8	0.351963	1.48974	0.260618	0.561757
FEN1	-0.635668	-0.147915	0.260922	0.562077
PRMT9	0.213051	2.55295	0.26154	0.562712
CHD1	-0.19271	2.66117	0.263924	0.565155
TACC1	-0.139607	4.10337	0.264465	0.565817
WSB1	0.336015	1.17884	0.265018	0.56634
KIAA0355	-0.268613	2.67311	0.266219	0.567511
BCAS2	0.441354	1.19455	0.267583	0.569035
FAM126A	-0.200526	2.45553	0.268132	0.569546
VSIG2	-0.284427	1.70755	0.269783	0.571456
MRPS11	-0.395271	0.83653	0.269938	0.571681
SRSF5	-0.231083	2.45178	0.271448	0.5735
SOX17	-0.343457	1.5599	0.271456	0.573505
SERPINE1	-0.329148	1.2246	0.271526	0.573587
LAMC1	0.170394	3.64806	0.27379	0.576159
ERF	-0.381049	1.4011	0.275018	0.577406
ATP1B4	0.401605	0.566393	0.276077	0.578551
CNIH4	0.234803	2.48441	0.277379	0.579735
MAFB	-0.253221	1.91407	0.277857	0.580185
SPOPL	0.279391	1.36438	0.278699	0.581068
EFR3A	-0.16877	3.23466	0.279371	0.581867
STK38L	-0.188714	3.11336	0.281059	0.583724
TRIP12	-0.180721	3.2339	0.284689	0.58729
PAN2	-0.303147	1.72775	0.285422	0.587972
RAPGEF5	0.129098	3.89426	0.287613	0.590296
CAPN7	-0.241674	2.13943	0.288484	0.591143
VPS11	-0.303826	1.58158	0.289034	0.591629
LBP	0.280342	1.48567	0.289752	0.59235
BHLHE40	1.66664	-1.35639	0.291742	0.594388
MED13	0.240424	2.54488	0.293962	0.596598
RP11-159D12.2	-0.34819	1.12619	0.294866	0.597457
SRF	0.277216	1.70383	0.295169	0.59774
MCAM	-0.287357	1.70194	0.295172	0.59774
TET3	-0.255679	2.22113	0.2962	0.598661
CRYBG3	0.304452	2.1129	0.297229	0.599537
MTCH1	-0.206802	3.04844	0.299555	0.601718
TAGLN2	-0.22005	2.12961	0.300654	0.602719
AC013437.7	0.791853	-0.595068	0.304422	0.606402
HSPA4L	0.240141	2.01818	0.305281	0.607194
DUSP8	-0.281197	2.59426	0.307509	0.609308
CEP350	-0.170734	3.2004	0.307641	0.609454
PRSS45	-0.328619	1.47912	0.30883	0.610597
PPP1R14A	-0.228105	2.0502	0.3102	0.611776
SGSM1	-0.182761	2.45683	0.310334	0.611901
MARCKSL1	-0.372694	1.50016	0.312259	0.613701
NSUN5P1	-0.758663	-0.659645	0.312773	0.614141
TBC1D10B	-0.379855	0.834291	0.316741	0.618039
ARHGAP1	-0.227034	2.25783	0.317617	0.618934
EPB41L2	0.102275	4.71985	0.320637	0.621653
GPR4	-0.45899	0.421048	0.321137	0.622114
SDC4	-0.469846	-0.0689152	0.321691	0.622585
RNF145	0.222217	2.13608	0.321735	0.622659
ZBED5-AS1	0.424385	0.882361	0.322379	0.62338
AKR1C1	-0.763196	-0.897607	0.323819	0.624637
MTCO1P5	0.348922	0.716047	0.325077	0.625756
COA5	-0.410739	0.383825	0.325449	0.625951
SAMD14	0.197849	3.28622	0.326015	0.626352
HSP90AA1	0.239998	1.96358	0.329133	0.629303
PCOLCE	-0.418316	0.508103	0.333163	0.633026
RPS28P7	0.259399	1.40358	0.334895	0.634523
ZNF644	-0.190907	2.65306	0.335227	0.634828
HIVEP1	0.200628	2.48622	0.33671	0.63599
GLUL	0.183649	2.68722	0.337176	0.636353
SLK	-0.26466	2.1249	0.337432	0.636651
ZBTB44	-0.23392	1.8796	0.338839	0.637761
SDCCAG3	-0.346656	0.970645	0.34038	0.638929
POGLUT1	0.22867	1.91529	0.341092	0.639488
ITGB1BP2	-0.63333	-0.0544529	0.341624	0.640153
G3BP2	0.189824	2.4488	0.342928	0.641343
MYH2	0.239936	1.53343	0.34757	0.645561
C11orf96	-0.238805	1.98907	0.348737	0.646712
PPP4R1	-0.140064	3.49708	0.349199	0.64714
DPYD	0.202906	2.07138	0.349745	0.647564
CD83	-0.328649	1.11742	0.350278	0.648152
SEMA6D	0.106198	3.95719	0.351586	0.649375
SUGT1	0.419565	0.880652	0.352443	0.650101
RHOC	-0.324011	1.38399	0.35268	0.650274
STX11	-0.235713	1.34395	0.358876	0.655266
OTUD4	0.18354	2.45443	0.359587	0.655984
NIN	0.144826	3.6678	0.359843	0.656239
RGS2	0.296618	1.13678	0.363007	0.659184
ABRA	0.278739	1.65191	0.363372	0.659451
ID3	0.301837	1.87435	0.365131	0.660907
RRM2B	-0.236259	1.41638	0.365232	0.660958
ARG2	0.211745	1.61848	0.365929	0.661531
ERAP1	0.178041	2.20256	0.369048	0.664167
YWHAQ	-0.205723	2.13622	0.369554	0.664558
ZBTB21	0.614273	0.163095	0.370778	0.665619
RAB21	-0.162566	2.41914	0.370995	0.665828
ZC3HAV1	-0.218847	2.32444	0.371376	0.666163
CTD-3035D6.1	0.582568	0.487676	0.3719	0.666642
DDX52	-0.267343	1.64343	0.373653	0.667653
CLIC4	-0.278432	0.964892	0.373709	0.667664
SMIM19	0.351952	0.566229	0.373884	0.667834
SMG1	-0.156971	2.97802	0.378434	0.671353
ANAPC7	0.158495	2.86281	0.379008	0.671691
RPS6	0.431331	-0.0729416	0.382156	0.674421
OSBPL11	0.299367	0.950837	0.38246	0.674739
SCAI	-0.158805	2.65706	0.383193	0.675403
KIF13A	0.189387	2.59578	0.383256	0.675427
MAP4	0.108884	3.91577	0.386048	0.677601
HSP90AA2P	-0.316684	1.2506	0.388233	0.67952
PLCD4	0.15832	2.9308	0.388696	0.679772
ZNF596	0.581686	-0.475964	0.389777	0.680536
MTR	-0.156288	2.56813	0.392711	0.682801
GSTM2	-0.190965	2.40501	0.39283	0.682897
CNTROB	-0.180658	2.47215	0.394597	0.684353
HDDC2	0.133839	2.93269	0.395213	0.68476
HSP90AB3P	0.278339	1.0352	0.395386	0.684857
USP6	-0.315679	0.946542	0.396411	0.685673
RPS4XP3	0.250665	1.06889	0.397583	0.686599
EDEM3	0.15912	2.37078	0.397909	0.686886
GOLGB1	-0.160802	2.39269	0.398672	0.687512
RABEP2	-0.223618	1.62872	0.399216	0.687902
SERP1	0.324588	0.71722	0.400334	0.688914
AMMECR1L	-0.684227	-0.611823	0.404472	0.692122
ACOX2	-0.149748	3.40791	0.406344	0.693808
SLC4A5	-0.0912914	4.08998	0.407185	0.694445
TNFRSF10D	-0.271036	1.00027	0.408104	0.695268
NFKBIA	0.2323	1.97711	0.40819	0.695269
KRAS	-0.267688	1.48505	0.409153	0.696032
FAM53C	-0.502107	-0.450466	0.409192	0.696058
HSPB1	0.263433	1.91427	0.409291	0.696157
THBD	0.173182	2.22938	0.412023	0.698429
WEE1	0.187033	2.15207	0.412089	0.698439
RND3	0.130263	3.33916	0.413094	0.699336
ASB7	-0.326057	0.723292	0.418176	0.703175
EGR1	-0.263551	1.70944	0.418684	0.703636
RP4-635E18.8	-0.344331	0.446715	0.421739	0.705887
RELT	-0.211561	2.63993	0.4243	0.707789
SNRK	0.141561	2.80817	0.424566	0.708059
NMD3P1	0.223667	1.38729	0.42771	0.710325
NFIL3	0.311508	0.530058	0.432716	0.713859
ORMDL1	-0.340898	0.874042	0.434713	0.715263
ADAMTSL3	-0.110157	3.46718	0.435651	0.716083
UPK3A	0.232027	1.632	0.435829	0.71622
RPL34	1.02722	-1.45844	0.435942	0.716289
SLC20A1	-0.172749	1.76766	0.438506	0.718217
GATSL2	-0.380301	0.770254	0.439226	0.718781
CTB-89H12.4	-0.412242	-0.326135	0.440842	0.719933
SERPINE2	-0.11266	3.45647	0.442577	0.721087
ZFAND2A	-0.563978	0.798086	0.444927	0.722921
EIF4A3	-0.242033	1.6114	0.445291	0.723108
NEB	-0.128961	4.01773	0.445754	0.723382
HEG1	0.121367	3.32988	0.447175	0.724391
MUC3A	-0.114474	3.35619	0.447548	0.724803
MARCH6	0.108471	3.06937	0.44945	0.726246
P2RX4	-0.142008	2.34977	0.449596	0.726366
HUWE1	-0.138174	3.0879	0.45009	0.72667
TMEM81	0.294533	0.766287	0.451677	0.727547
LONRF2	-0.18506	1.9586	0.453242	0.728737
NEK4	-0.1705	2.02772	0.453595	0.728978
NUSAP1	0.157386	2.19062	0.45373	0.729076
MED13L	-0.148616	3.25026	0.4542	0.729417
SPRY4	-0.384839	-0.135763	0.455854	0.730619
ANKRD26	-0.118136	3.04244	0.456071	0.730647
ARHGAP5	-0.161331	1.87448	0.4582	0.732164
BCL6B	-0.219026	1.69552	0.45841	0.732261
AMY2B	-0.151319	2.25867	0.460917	0.73416
WISP2	0.118692	2.89083	0.469421	0.740532
HNRNPH3	-0.260645	1.12423	0.471172	0.741638
JOSD1	-0.161414	2.60316	0.47266	0.742638
CYYR1	-0.203711	1.39536	0.473001	0.74293
UBE2C	-0.236598	1.42496	0.473035	0.74293
RP11-326I11.5	-0.668253	-0.568534	0.474091	0.743546
IL6	-0.540802	-0.287447	0.474109	0.743546
FOSB	0.175192	2.15917	0.476568	0.745407
PPP3CB-AS1	0.460957	-0.350617	0.479597	0.747526
PDK4	0.255799	1.41013	0.480063	0.74781
RP11-96A15.1	0.164746	1.91796	0.480769	0.748295
DUSP5	-0.221616	1.27088	0.481072	0.74841
TAOK1	-0.283115	0.996124	0.481244	0.748486
TARBP2	-0.586874	-1.30662	0.483839	0.750176
RP1-309I22.2	-0.239598	1.28846	0.485483	0.751309
PPP4R2	0.19335	1.58243	0.485919	0.751638
ZYG11B	-0.250775	0.853478	0.486195	0.751844
PHC3	0.135695	3.02256	0.487477	0.752739
NAF1	0.119066	2.48456	0.488335	0.753449
HSBP1	-0.878875	-1.7882	0.489269	0.754062
OSBPL7	0.127165	3.14379	0.492054	0.755867
ATP8A1	-0.0877786	3.66825	0.492077	0.755867
SDHCP4	0.187213	1.32649	0.492289	0.755948
IL6ST	-0.114688	2.77717	0.494127	0.757098
MB21D1	-0.146224	2.07337	0.498172	0.760003
MAGED2	0.292416	0.673168	0.501146	0.761948
PTPN14	0.135846	2.74591	0.501168	0.761948
BTN3A2	0.198728	1.47286	0.502732	0.762872
FEM1C	-0.22069	1.11797	0.503351	0.763291
TEX101	-0.12896	2.4168	0.504486	0.764149
JMY	0.238631	0.62389	0.507346	0.765878
HNRNPH1	-0.170069	2.06621	0.508859	0.766785
GTF3A	-0.151776	2.58303	0.511793	0.768654
ARHGEF12	0.0762817	3.89462	0.514404	0.770433
HELZ	-0.149593	1.8921	0.515069	0.770856
SDHC	0.173374	1.63729	0.517344	0.772437
RP11-16F15.1	0.178594	1.12524	0.51764	0.772587
RPL4P4	-0.245248	0.761301	0.518598	0.773262
ANKRD33B	0.160316	1.97695	0.519862	0.773983
BTG3	-0.107977	2.88017	0.519959	0.774048
MIDN	0.18455	2.66203	0.520103	0.774138
STXBP5	-0.227548	0.565447	0.522244	0.775504
EIF3A	-0.197063	1.1844	0.522492	0.775664
ADCY9	-0.108776	3.58301	0.522823	0.775921
TCEAL7	0.37799	0.63685	0.524807	0.777438
RP11-441O15.3	0.907275	-1.76738	0.526619	0.77874
KRTAP21-4P	0.201471	0.830508	0.528732	0.780154
GIMAP5	-0.124691	2.88045	0.532814	0.782844
BOLA3	0.447211	-0.273785	0.53332	0.783141
RP11-102K13.5	-0.151194	1.97394	0.533596	0.783365
RP11-135F9.3	0.253568	0.991641	0.533786	0.783505
PLAUR	-0.134862	2.28489	0.534051	0.783589
CDK6	0.148307	2.50695	0.534228	0.78364
VPS13B	0.0939519	3.64099	0.536913	0.785417
PRDM2	0.086552	3.46521	0.538813	0.786547
PAIP2B	0.194327	1.03036	0.541375	0.788321
RP11-64B16.4	-0.999858	-1.37632	0.543418	0.789718
SLC25A45	0.137049	2.45271	0.54351	0.789753
USP53	-0.126113	2.35607	0.544574	0.790523
TNFSF10	0.965134	-1.69321	0.544797	0.790676
RPL35A	0.433043	0.245332	0.54959	0.793922
STK32B	-0.0765513	4.14021	0.549914	0.794049
KLF4	0.144678	2.29505	0.552297	0.795629
USP9X	0.130423	2.47276	0.553121	0.796232
LAS1L	0.176389	1.19736	0.558279	0.799078
TNPO1	0.11063	2.64153	0.558344	0.799103
DUSP16	0.125472	2.27348	0.559463	0.799873
NEK10	0.0941767	3.46446	0.559744	0.800063
PSMB5	-0.750587	-1.62423	0.559908	0.800171
NT5C1A	-0.154976	1.79422	0.560665	0.800643
PIK3C2A	0.195252	0.723114	0.560979	0.800877
DCP1A	-0.168788	1.57907	0.561132	0.801018
PLS3	0.148933	1.59945	0.561216	0.801065
CBL	-0.227877	0.975858	0.562348	0.801632
C16orf72	-0.141651	1.78088	0.562604	0.801807
PHF3	-0.0784941	3.45956	0.563385	0.802229
ATP5HP4	0.203661	0.658586	0.564516	0.802835
CACNB1	-0.1195	2.72599	0.564613	0.802896
ARFGEF2	-0.115588	2.20523	0.565158	0.803275
RP11-164J13.1	-0.274784	-0.213999	0.566689	0.804208
RPS13	0.403911	-0.407971	0.571868	0.806866
PER2	0.0995642	3.3175	0.573219	0.807581
FAM189A2	0.082608	3.34613	0.576567	0.809438
RBFOX2	0.0612027	3.90307	0.578255	0.810316
RIPK2	0.175366	0.823662	0.579186	0.810812
RP11-631N16.2	-1.20952	-1.46703	0.58049	0.811686
DMD	0.066169	3.81536	0.580928	0.811869
ZNF460	0.513996	-0.733377	0.583774	0.813586
RBPJ	-0.0725519	4.04405	0.584465	0.814019
SOCS7	-0.147105	1.51419	0.584795	0.814262
FKBP4	-0.252427	-0.00118524	0.586359	0.815113
TMEM120B	-0.0881366	3.27709	0.587557	0.815965
SMAD5	0.129552	2.28191	0.592107	0.818826
PGPEP1L	0.146293	1.64682	0.593046	0.819442
RSL24D1	-0.183484	1.096	0.596321	0.821034
KB-431C1.5	-0.245904	0.539048	0.596391	0.821053
RPS12	1.12042	-1.50317	0.600206	0.823072
UNQ6494	-0.103193	2.65948	0.601257	0.823552
SNAI1	-0.13659	1.61149	0.603826	0.825073
ANP32E	0.126348	1.3899	0.604821	0.825608
CLK2	-0.146463	1.55118	0.610138	0.82875
LCMT1	-0.100083	2.81094	0.610852	0.829092
DUSP2	-0.212458	0.359431	0.613328	0.830584
FOXO1	0.113848	2.69996	0.616179	0.832146
COX7B	0.305765	-0.64321	0.619931	0.834113
PIK3CB	0.0658178	3.76561	0.620066	0.834176
SLC38A2	-0.148397	1.1736	0.620604	0.834561
RYBP	-0.15873	1.14129	0.624964	0.836784
CLDN12	0.0990527	2.70621	0.625339	0.836995
NFE2L2	-0.122563	2.01443	0.628899	0.839096
REEP1	0.128859	3.02986	0.629947	0.839499
RP11-54O7.17	-0.258142	-0.25177	0.630409	0.839771
PHF14	0.0721473	3.50612	0.630644	0.839771
MXD1	0.124214	2.15635	0.63073	0.839785
RFX3	0.0750657	3.09018	0.63357	0.841284
SV2B	0.0728655	2.96224	0.634239	0.841756
RP11-434J24.2	0.265823	0.175468	0.634414	0.841812
ZBTB8OS	-0.125006	1.30324	0.63697	0.843497
CYP2J2	0.0910025	2.16034	0.638898	0.844643
PFKP	-0.0988461	3.33676	0.643242	0.847131
SMARCA5	0.114479	1.46569	0.644686	0.848163
SMAD7	0.0722192	3.58453	0.647822	0.850001
SETBP1	0.137754	1.54728	0.651683	0.85216
LLNLR-268E12.1	0.131016	1.08015	0.654433	0.853514
FNDC3A	0.095115	1.84751	0.654694	0.853679
SDCBP	0.0786277	2.90298	0.655381	0.854026
NSF	0.111019	1.96711	0.658982	0.856139
ALDH8A1	-0.0967739	2.5904	0.663284	0.858322
IKZF2	0.131862	1.76844	0.663905	0.85854
ELL2	-0.103701	2.10437	0.667191	0.860226
MAPRE1	-0.120434	1.42712	0.670157	0.861659
WDR53	-0.429013	-1.05603	0.671966	0.862553
EGR2	-0.0781418	2.75053	0.674624	0.863666
YWHAEP5	-0.164611	0.535504	0.675204	0.863865
LINC00948	0.0884606	2.31882	0.676791	0.86478
SYDE2	0.106111	1.63244	0.682455	0.867395
GADD45B	-0.0864373	1.89128	0.686641	0.869566
GTF2H1	-0.0694572	2.86069	0.688776	0.870926
OSGEP	-0.157581	0.509684	0.688785	0.870927
LATS1	-0.125778	0.843303	0.688833	0.87096
ZKSCAN3	0.204387	-0.0399426	0.689113	0.871134
HK2	0.11034	1.68252	0.697281	0.875121
LRRC8A	-0.104436	1.97578	0.699814	0.876533
AP000361.2	-0.161049	0.0596945	0.704297	0.878892
NSA2	0.409886	-1.41691	0.704953	0.879086
CRK	0.0819388	2.24723	0.705238	0.879137
ST3GAL1	-0.0729197	3.11931	0.705578	0.879309
RNF19A	0.0496894	3.76535	0.705759	0.879375
LARP7	-0.116143	1.5478	0.706266	0.879638
CD93	-0.0988937	1.88783	0.707379	0.880201
SIRT1	0.0819841	2.39191	0.707489	0.880297
UTRN	-0.0417878	4.0571	0.707643	0.880388
ADAMTS1	0.0660631	2.3987	0.710491	0.882041
TRIM52-AS1	-0.198081	-0.186181	0.711967	0.882749
SPTBN1	-0.0510533	3.21976	0.716359	0.885167
PPP1R15B	0.10706	1.19181	0.717427	0.885751
PAPOLA	-0.0513874	3.19728	0.717596	0.885813
MORC3	-0.0810818	2.53006	0.721822	0.887804
AKAP13	-0.0360993	4.57623	0.722688	0.888243
LIFR	-0.0617495	3.3587	0.724597	0.889011
DNAJB1	0.273946	-0.836074	0.726756	0.889934
ACTG1P12	0.493262	-1.37678	0.727723	0.890197
ZNF770	0.114351	1.08742	0.728809	0.890749
MYC	-0.104072	1.00514	0.731531	0.892159
ZNF621	0.0787205	2.01189	0.731597	0.892168
CGGBP1	0.304249	-0.749399	0.732391	0.892532
SLC10A7	0.0910323	2.16855	0.734746	0.893915
FSTL1	0.0578287	3.10375	0.734833	0.893991
USP34	0.0355578	4.15377	0.736701	0.894884
CCL2	0.0805893	1.61987	0.739938	0.896481
PHACTR2	0.0433279	3.57305	0.740013	0.896481
RIT1	0.121374	0.802451	0.74171	0.897309
BRWD1	0.0563044	3.14326	0.74258	0.897629
SYNM	-0.0986621	1.82423	0.74577	0.899473
SNHG6	0.157634	0.612387	0.747369	0.900248
RP3-368A4.6	-0.27153	-0.594858	0.750487	0.901903
SLC6A6	-0.050936	3.21861	0.750541	0.901904
PMP22	0.127868	0.898811	0.751798	0.902415
TMEM116	0.142092	0.508567	0.752098	0.902568
ATP5E	0.112353	0.887156	0.752874	0.902832
PIGZ	-0.0697383	2.3402	0.75364	0.903136
RP11-270C12.3	0.10086	1.19645	0.754989	0.90378
ARHGAP29	0.0610974	3.08807	0.759511	0.905623
NKTR	0.054168	2.75394	0.760547	0.906036
A2M	0.0504511	3.37611	0.763388	0.907477
PAX8-AS1	-0.0386721	3.4543	0.764223	0.907693
NEIL1	0.50738	-1.72302	0.769125	0.910033
ZDHHC20	-0.0510941	2.71719	0.769587	0.910274
MRC1	0.0877602	1.41879	0.777643	0.914157
RP11-466H18.1	0.0729207	1.59882	0.778564	0.914581
DCAF5	-0.10565	1.11055	0.77882	0.914656
TSPYL2	0.105891	0.977937	0.779441	0.914896
SLC2A5	-0.0498939	3.35106	0.78195	0.915999
RPL37	-0.20848	-0.46642	0.785244	0.917499
STARD9	-0.0350026	3.52292	0.78612	0.917888
ERMARD	0.0685418	1.97477	0.78616	0.917925
DDIT4	-0.166799	-0.217724	0.791538	0.920216
RAB3GAP2	-0.0581999	2.16716	0.793092	0.920892
MIEN1	0.172595	-0.478985	0.80155	0.924596
GXYLT1	-0.0823296	0.950893	0.802188	0.924773
RNF38	-0.0562452	2.37477	0.805615	0.926561
SETD2	-0.0485455	2.79307	0.80808	0.927543
PCED1A	-0.0833576	0.322345	0.817137	0.931292
CHMP4BP1	0.0919681	0.966769	0.817475	0.931439
SPEN	0.0596408	2.00407	0.817667	0.931487
HIPK1	-0.052998	2.23868	0.81872	0.931969
AC073109.2	-0.0624456	1.4528	0.821132	0.933229
NBEA	0.0340465	3.10403	0.821888	0.933569
ZCCHC2	0.0347309	3.26502	0.824193	0.934703
SUDS3	-0.057585	1.61952	0.825855	0.935437
RCAN1	-0.038791	3.24318	0.826609	0.935903
RP11-144L1.8	-0.0562841	1.43875	0.826964	0.936054
GOSR1	-0.0481845	2.45827	0.827282	0.936157
OPA1	0.0334582	3.38492	0.830561	0.937536
RP13-36G14.4	0.107432	-0.0745183	0.83228	0.938385
MSN	0.0646694	1.34146	0.833093	0.938634
ATP5G2P4	0.0845116	0.710588	0.833451	0.938807
ITIH5	-0.0251005	3.752	0.834066	0.939069
AC096669.3	0.0799591	0.9958	0.834187	0.939134
KDM5B	0.0323999	3.06682	0.834712	0.939239
SACS	0.0326168	3.2165	0.836227	0.940032
GIMAP7	0.388596	-1.71371	0.83647	0.940166
RHOB	-0.0746789	0.901526	0.84001	0.941368
HNRNPU	-0.141589	-0.279111	0.841378	0.94207
ID1	-0.0986937	-0.0110149	0.842089	0.942403
ING1	-0.1758	-0.879319	0.842113	0.942413
EMP1	-0.0463632	2.6863	0.845534	0.943888
PLAU	-0.0500829	1.86573	0.847087	0.944622
NEK7	0.035586	2.87222	0.849708	0.945639
DCP2	-0.0377995	2.49276	0.849772	0.945639
ATP13A3	-0.0240627	3.54841	0.850724	0.946081
PAK2	0.0362836	2.2807	0.850914	0.946182
CBR1	-0.0725152	0.477492	0.851098	0.946215
PIN1	-0.10576	0.56313	0.852149	0.946565
UBR3	-0.0265178	3.16981	0.860369	0.949962
LEMD3	0.0561844	1.58331	0.863042	0.950785
SNX29	0.0222174	3.34049	0.864968	0.951548
GLI3	-0.0263275	3.34851	0.86703	0.952584
DDX3Y	0.0783167	0.358869	0.868133	0.953067
RP11-104F15.9	-0.0552606	1.21159	0.874316	0.955495
PSMB7	-0.0395285	1.78895	0.87448	0.955525
PGM2	-0.0387719	2.30764	0.874574	0.955529
FUT1	-0.117444	-0.0968602	0.876533	0.956115
C17orf89	0.136649	-1.60686	0.88018	0.95752
ANKRD9	0.0331545	2.1471	0.880362	0.957598
RANBP2	0.0499497	1.06362	0.883347	0.958522
CEP170	-0.0289786	2.7442	0.884141	0.9588
DLC1	0.0166944	4.25795	0.890625	0.961465
PPP1R12B	0.0154797	4.08922	0.893866	0.962663
MRPL32	0.108622	-0.233519	0.902902	0.96597
ANKRD12	0.0315958	1.75825	0.90616	0.967084
GJA1	-0.0445121	1.22399	0.908386	0.967836
CHMP3	0.0230246	2.08869	0.909995	0.968546
CTD-3014M21.1	0.0339527	1.48417	0.910554	0.968798
PTPRG	-0.0179864	3.46579	0.911895	0.9692
IFIT2	0.0416659	1.09408	0.912203	0.969378
JUN	-0.208036	-1.83509	0.913478	0.96975
CDK17	0.0187567	3.08622	0.914358	0.970067
THBS1	0.0314	1.75108	0.914485	0.970113
LUC7L3	-0.0236502	2.43169	0.915087	0.970344
AMER1	0.0493318	0.180701	0.915249	0.970362
TRO	-0.0750458	-0.0370496	0.918309	0.97145
QKI	-0.0183508	3.02877	0.920854	0.97228
CITED4	0.0760931	-0.872856	0.921835	0.972568
FGD4	0.0137209	3.31662	0.924291	0.973524
TBX3	0.0231901	2.01116	0.924669	0.973575
WNK1	-0.0107767	3.97929	0.924703	0.973592
LINC-PINT	-0.0190297	2.46269	0.926358	0.974214
DENND2C	0.0190467	2.46937	0.933209	0.976609
ZFP36L2	-0.0672189	-1.76841	0.935573	0.977578
CYR61	-0.0537745	-0.258455	0.936136	0.97774
NUFIP2	-0.0207192	1.17906	0.941643	0.980052
SYNJ2	-0.00951498	3.63683	0.945604	0.981383
LITAF	-0.00994253	3.76726	0.946632	0.981693
ZFP36	-0.0288675	0.571529	0.946732	0.981734
PLCB1	-0.00645912	4.03897	0.953824	0.983821
HIPK2	-0.0187047	1.24968	0.954836	0.98434
RNA5SP286	0.0184331	1.27439	0.956821	0.985162
LRRC66	0.0172193	1.09746	0.957917	0.98546
SMIM4	0.0373209	-0.591542	0.958841	0.98582
CMB9-22P13.1	0.0171706	0.966454	0.961554	0.986884
UTP20	0.00837016	2.30465	0.963027	0.987323
VEGFA	-0.0120245	1.9648	0.965511	0.987858
HECTD1	-0.00615397	3.89035	0.966758	0.988267
NFATC3	-0.00933475	1.96742	0.969131	0.989143
KMT2C	0.00643227	3.42697	0.970204	0.989519
EPB41L4A-AS1	-0.101425	-1.19489	0.972619	0.990273
JDP2	0.0128878	0.535312	0.973276	0.990513
TFRC	-0.00710835	2.70608	0.973381	0.990545
RP11-110G21.1	-0.0696023	-1.81281	0.973652	0.990626
KCNE4	0.00916812	1.56011	0.973736	0.990626
KIDINS220	0.00359038	3.60616	0.979134	0.992339
UHMK1	0.00790442	1.30601	0.980133	0.992764
NDEL1	-0.00328003	3.25296	0.983938	0.994152
UBN2	0.00420202	2.38725	0.983973	0.994152
NDUFB1	-0.0119008	-0.308871	0.984611	0.994377
SLC36A2	-0.00272612	2.35935	0.989223	0.995832
KDM7A	-0.00339732	1.4435	0.99006	0.996081
PCNX	0.00132885	3.84649	0.990797	0.996482
CXCL2	0.00301103	1.27658	0.991513	0.996759
SETD7	0.0016649	1.98255	0.993927	0.997537
CAMLG	0.000398388	1.52812	0.99854	0.999498
