logFC	logCPM	PValue	adj.p.value
ECHDC2	-0.269166	6.90057	0.00112538	0.0311454
CNTROB	-0.47239	3.45488	0.00113659	0.0313939
EFR3B	0.453845	3.7822	0.00114075	0.0313939
SUDS3	0.38231	4.29209	0.00114298	0.0313969
C14orf79	-1.18077	0.74512	0.00115479	0.0316622
FGD3	-1.66114	0.154945	0.0011652	0.0318294
CXXC1	-0.42022	4.0427	0.00116927	0.0318816
ATP5E	-0.266775	6.77868	0.00117338	0.0319097
CYP2J2	-0.324646	5.1039	0.00117463	0.0319097
PTPRS	-0.372118	4.54202	0.0011902	0.0321549
G6PD	-0.906807	1.32136	0.00119666	0.0322704
SESN2	0.769779	1.97902	0.00119979	0.0322958
SEMA6D	-0.40759	4.92711	0.00120544	0.0323887
RP11-144L1.8	0.680531	2.67663	0.00121914	0.0326683
IBA57	0.403923	4.41389	0.00122027	0.0326683
LAS1L	-0.355874	4.31751	0.0012226	0.0326714
MAD2L2	-0.456782	3.502	0.00124939	0.0333094
ZNF644	0.350206	4.73523	0.00125099	0.0333094
LIFR	0.347619	5.42899	0.00125425	0.0333358
LLNLR-268E12.1	0.542928	3.08948	0.00125662	0.0333388
DDX3YP3	1.42201	0.286277	0.00126669	0.0335458
PJA2	0.318276	6.2288	0.0012771	0.0337075
SF3A3	-0.332705	5.92377	0.00128489	0.0338453
RP11-1334A24.5	1.58149	1.03907	0.00129298	0.0339977
RP11-421F16.3	-1.00812	1.51377	0.00129677	0.0340367
LITAF	0.3493	4.52983	0.00130133	0.0340956
JMY	0.391316	4.60615	0.00131362	0.0343566
RPL37	-0.262918	7.58047	0.00131779	0.0344049
PSMB5	-0.273057	6.53381	0.00132735	0.0345931
CSRP3	-0.276897	10.249	0.00133613	0.0347607
RPS28P7	-0.320439	5.15279	0.00133953	0.0347876
SORBS1	0.25005	8.3656	0.00134357	0.0348312
SRF	0.257888	6.13084	0.0013771	0.0355631
TNXB	0.478083	4.61995	0.00137903	0.0355631
SOCS6	0.34875	4.74597	0.00139355	0.0358269
ANAPC7	-0.312561	4.62474	0.00139412	0.0358269
TMED4	-0.291184	6.14482	0.00141118	0.0360927
STARD9	-0.443561	3.80685	0.0014118	0.0360927
GSS	-0.500937	3.73686	0.00141758	0.0361419
SUPT6H	0.252157	6.18666	0.00141863	0.0361419
AGL	0.280445	9.9563	0.00142811	0.0363208
ACAP3	-0.307755	5.00606	0.00145333	0.0368986
SAMD14	1.14498	1.14895	0.00146561	0.0371353
FBXL14	1.78117	0.718524	0.00146769	0.0371353
NFE2L2	0.327258	5.20844	0.00148335	0.0374032
ARID5A	0.626173	4.00215	0.00149952	0.0377464
MCRS1	-0.314778	5.01497	0.00153698	0.0386234
XIRP2	0.209504	13.1477	0.00155424	0.0389247
DBP	-0.341514	4.44829	0.00155797	0.0389518
RP11-434J24.2	-0.722817	1.96172	0.00157048	0.0391134
PCED1A	-0.589668	2.97886	0.00157113	0.0391134
FOSB	2.83899	5.10679	0.00157238	0.0391134
CBR1	-0.472252	3.31286	0.00157551	0.0391252
AMER1	0.657497	3.24349	0.00158736	0.0392985
ARRDC4	0.982433	4.94416	0.00158782	0.0392985
NHSL1	-1.69776	0.223272	0.00159453	0.0393985
SYNM	0.218549	9.71897	0.00160602	0.039616
ARFGEF2	0.298935	5.10232	0.00161606	0.039788
UBXN11	-0.565416	3.31584	0.00162021	0.039788
ANKRD12	-0.273305	6.99169	0.00162108	0.039788
ZC3H15	-0.261411	5.4984	0.00162872	0.0398749
MYH9	0.338104	6.78335	0.00163003	0.0398749
ARPC2	-0.240393	7.86069	0.00165251	0.0403579
RPS12	-0.25464	6.98842	0.00166198	0.0404096
PTPRB	0.341578	4.80429	0.00166538	0.0404096
SCAI	0.549479	2.69005	0.0016659	0.0404096
ZZEF1	0.253004	6.00753	0.00167121	0.0404096
CACNA2D1	0.317766	7.93126	0.00167281	0.0404096
FAM189A2	-0.251831	5.72873	0.00167514	0.0404096
AMDHD2	-0.809924	1.83812	0.00167928	0.0404096
PLK3	1.141	1.16842	0.0016827	0.0404259
GGT5	-0.738526	1.92716	0.00170833	0.0409749
RBM28	-0.287862	5.10267	0.00171649	0.0410426
ZNF460	1.18888	1.08479	0.0017175	0.0410426
MLLT4	0.386534	5.10964	0.0017195	0.0410426
DUSP8	0.587891	3.43134	0.00173761	0.0414078
ZSWIM1	-0.457078	3.35695	0.00175423	0.0415889
VPS11	-0.375674	4.10919	0.00175502	0.0415889
SDCCAG3	-0.465684	3.75938	0.00175648	0.0415889
LINC00707	-1.39779	0.482154	0.00177326	0.0418936
PGM2	1.19188	0.807421	0.00177503	0.0418936
ANXA1	0.487251	3.82018	0.00178875	0.0420828
GTF2H1	-0.402571	4.0604	0.00180829	0.0424748
DYNC1H1	0.237932	7.87789	0.00182456	0.0427887
TPT1P12	-0.702758	2.41252	0.00186416	0.0436479
ETS2	0.525204	5.18501	0.00187315	0.0437889
RP11-446N19.1	-0.722137	2.27717	0.00187854	0.0438454
ARG2	0.794254	2.31174	0.00189692	0.0442044
ITCH	0.423034	4.87274	0.00190376	0.0442243
SETD7	0.245099	8.04244	0.00193903	0.0449726
SMO	-0.649471	2.36037	0.00194753	0.0450413
BRWD1	0.35151	5.44177	0.0019481	0.0450413
HMGN3	-0.291765	5.14004	0.00195714	0.0451797
PAPD7	0.423401	3.92218	0.00197941	0.0456224
SLC6A6	-0.35717	4.89309	0.001992	0.0457041
GEM	1.18575	1.112	0.00199225	0.0457041
DHRS3	-0.373719	4.53763	0.00200045	0.0458209
QKI	0.252969	8.10182	0.00201932	0.046174
PAX8-AS1	-0.788118	2.11108	0.00202213	0.046174
RBFOX2	-0.240683	7.53216	0.00203653	0.0464309
RPL32	-0.241264	7.9706	0.00203989	0.0464358
EIF4A3	0.36642	4.07635	0.00205084	0.0466132
ANKRD33B	1.52619	0.398834	0.00205864	0.0466631
TNK2	-0.28841	6.67916	0.00206241	0.0466631
STIM2	-0.418384	3.81421	0.00206253	0.0466631
SUCO	0.684967	2.44071	0.00209015	0.0472156
WBP1L	0.247053	5.77133	0.00210084	0.0473811
BOLL	0.835943	2.0921	0.0021039	0.0473811
LENG8	-0.253506	6.77423	0.00210995	0.0474405
MAP9	-1.51867	0.321814	0.00211297	0.0474405
C11orf84	0.734768	2.36657	0.00212653	0.0476724
MTMR9LP	-0.643857	2.49444	0.00214196	0.0479454
ARHGAP5	0.3777	4.76505	0.0021751	0.0486135
PCOLCE	-0.596652	2.66803	0.00218007	0.0486508
C17orf89	-0.34324	4.42515	0.00218699	0.0487315
STK32B	-1.1959	0.624278	0.00219667	0.0488735
KIAA0232	0.286657	6.89205	0.00221019	0.0491002
KLHL15	0.701112	2.89391	0.00221429	0.0491172
TMEM176B	0.99563	1.27893	0.00225274	0.0498952
ITIH5	0.412092	4.54235	0.00225966	0.0499734
RP11-96A15.1	-0.526725	3.24954	0.00228447	0.0504348
CPSF2	0.266308	5.64166	0.00228736	0.0504348
LINC00657	0.248444	7.60667	0.00229427	0.0505117
ARHGAP27	0.753639	2.13515	0.00230294	0.0505517
RYR1	0.227765	11.7081	0.00231732	0.0507827
GLI3	-1.03028	1.10972	0.00232035	0.0507827
FOXN3	0.288099	6.9256	0.00232582	0.050827
CXCR4	1.43768	0.509131	0.0023293	0.0508277
CLIC4	0.341168	4.80032	0.0023363	0.0508674
DENND2C	-0.267667	7.84046	0.00233802	0.0508674
RP11-631N16.2	-0.822457	1.63446	0.00234722	0.0509925
RPL27A	-0.273309	6.32896	0.00238033	0.0514923
AP000361.2	-1.39283	0.667834	0.00238063	0.0514923
LPCAT4	-0.450891	3.60316	0.0023807	0.0514923
OSBPL11	0.231911	6.16384	0.00239266	0.0516752
PRRC2A	0.253661	6.69341	0.00240674	0.0519031
ACTG1P12	-0.341327	4.92338	0.0024136	0.0519751
MIEN1	-0.469252	3.18216	0.00243399	0.0522617
EIF4BP3	0.610706	2.9831	0.00245597	0.0526129
BTN3A1	-0.532061	3.02434	0.00245748	0.0526129
IL6	3.13042	0.0759488	0.00247016	0.0527417
AC109333.10	-1.16527	0.411428	0.00247065	0.0527417
HM13	-0.417182	4.1176	0.00249443	0.053053
PIK3CA	0.354188	4.34081	0.00249602	0.053053
SYDE2	1.07323	1.05525	0.0025022	0.0531053
PPP3CB-AS1	0.782814	2.43214	0.00250568	0.0531053
SULT1A1	-0.550841	2.57328	0.0025212	0.0533007
RPL37A	-0.233025	9.12057	0.00252213	0.0533007
ITGB1BP2	-0.333806	4.52749	0.00254242	0.0536527
RP11-426D19.1	2.223	-0.0714546	0.00255213	0.0537806
PCNX	0.266384	5.99377	0.00255821	0.0538319
SV2B	1.23411	0.935138	0.00257575	0.0540649
SLC22A5	0.33213	4.49726	0.00257759	0.0540649
MOB3C	0.397781	4.64844	0.00258028	0.0540649
AKAP13	0.244153	7.15793	0.00261343	0.0546045
LASP1	0.436838	3.95334	0.002641	0.0551018
CCNG2	0.485678	3.07189	0.00264471	0.0551018
WAPAL	0.292567	5.32871	0.00266746	0.0554756
PPP1R14A	0.831645	1.55274	0.00267024	0.0554756
KCP	1.30715	0.80348	0.00267393	0.0554756
HUWE1	0.237645	7.80172	0.00269569	0.0557701
HNRNPH1	0.270484	7.40883	0.00270276	0.0558381
MTR	0.262124	6.19109	0.00270795	0.055867
SMAD7	0.446339	3.72697	0.00273123	0.0562686
SNRNP35	-0.280347	4.78086	0.0027398	0.0563577
AGBL1	0.498057	3.51275	0.00274319	0.0563577
ASAP2	0.987044	1.30199	0.00276059	0.0566323
RPL4P4	-0.264004	5.6078	0.00276424	0.0566323
ALG1	-0.874159	1.37162	0.0027722	0.0566381
STAT2	-0.305877	5.06705	0.00277881	0.0566947
RAPGEF2	0.29062	5.03108	0.00278464	0.0567351
TNFSF10	-0.766859	2.8296	0.00281297	0.0571545
ZC3HAV1	0.574103	2.641	0.00282737	0.0573288
ITIH4	-0.439346	3.76521	0.00282932	0.0573288
LINC00948	-0.294074	5.12471	0.00284409	0.0573915
MRPS11	-0.459341	4.00131	0.00285358	0.0575043
ACYP2	-0.252839	6.31504	0.00286572	0.0576304
ADAMTS13	-0.515226	2.93769	0.00286765	0.0576304
TRDN	-0.182873	11.8068	0.00290807	0.0582768
CDK12	0.422815	3.81469	0.00291023	0.0582768
FNDC3A	0.330004	4.56913	0.00291167	0.0582768
POGLUT1	0.86476	1.80865	0.0029267	0.0584983
UTP20	0.408264	4.09368	0.00294216	0.0587277
SNRNP70	-0.251485	7.73123	0.00295159	0.0588051
PK	0.22392	9.48718	0.00295401	0.0588051
WSB1	-0.2496	6.15674	0.00296413	0.058927
SMIM4	-0.35336	4.27429	0.00297268	0.0590175
CYYR1	0.472952	3.3218	0.00298035	0.0590588
P2RX6	-0.335236	5.26108	0.00298615	0.0590588
NR6A1	-0.878755	1.64128	0.00298677	0.0590588
TMEM132A	1.20176	1.18899	0.00299094	0.0590621
SLC15A4	0.475004	4.58441	0.00301949	0.0594777
ZFHX3	0.25725	5.35474	0.00302201	0.0594777
TRAF3IP2	-0.662507	1.96788	0.00302408	0.0594777
KIAA0355	0.310846	4.83547	0.00303529	0.0596187
PLEKHA1	0.398882	4.478	0.00304435	0.0597169
CDK17	0.50939	2.8673	0.00305901	0.0599249
ATP5O	-0.235831	6.71291	0.00307411	0.0600592
GSTP1	-0.258901	5.84317	0.00307438	0.0600592
ACTR3	0.288139	4.96286	0.00307808	0.0600592
HDDC2	-0.23105	5.70826	0.00309067	0.0601496
NUDT3	0.235337	5.94666	0.00309087	0.0601496
SLC7A2	0.26022	8.24317	0.00311401	0.0605201
MME	0.365301	5.03544	0.00314699	0.0609753
SDCBP	0.393777	4.54836	0.00314983	0.0609753
HECTD1	0.253305	8.50089	0.00315914	0.0610753
MRTO4	-0.39067	3.75637	0.00316543	0.0610826
AC096669.3	-0.889255	1.63542	0.00317057	0.0610826
CHRND	-0.473901	4.36653	0.00317874	0.0610826
SOCS5	0.522985	3.4591	0.00318059	0.0610826
PITPNB	0.476843	3.65792	0.00318147	0.0610826
SLC45A3	-0.722055	2.60853	0.00318436	0.0610826
PLAU	0.840635	2.97955	0.00319888	0.0612814
RICTOR	0.34968	5.13151	0.00321033	0.0614209
KDM5B	0.485634	3.42366	0.00322834	0.0616855
ADCY9	0.246036	6.43875	0.00323497	0.0617323
UBE2E3	-0.248498	5.27066	0.00324077	0.0617389
KLF13	0.248155	5.87178	0.00324508	0.0617389
AHCYL2	0.23282	5.93793	0.00324787	0.0617389
CDK6	0.691949	1.8786	0.00325584	0.0618107
HIVEP2	0.243531	6.17235	0.00328228	0.0622325
NENF	-0.279022	4.85866	0.00328943	0.0622361
NEDD4	0.286434	6.98976	0.00329091	0.0622361
ANKRD9	0.230053	6.44847	0.0032962	0.0622565
DCP2	0.353847	4.12216	0.00331128	0.0624612
HSPB1	0.259196	9.23614	0.00332887	0.0627129
CYBRD1	0.342304	4.19795	0.00337226	0.0634492
MARCH6	0.242218	7.1472	0.00338209	0.0635531
SDHCP4	2.12793	-0.102362	0.00342335	0.0641649
CHUK	0.376219	4.17416	0.00343217	0.0642099
NFKBIA	0.300085	5.65384	0.00343445	0.0642099
CAPN7	0.280972	5.09931	0.00345149	0.0644467
ERAP1	0.322958	4.97776	0.00346667	0.0646483
TRO	-0.259588	5.41066	0.00348803	0.0649646
TCEAL7	1.98605	-0.0711265	0.00350784	0.0650882
EPB41L4A-AS1	-0.566275	2.40883	0.0035453	0.0655728
SUV420H1	0.312605	4.94496	0.00354736	0.0655728
RHOC	0.477121	3.64464	0.00357458	0.0658561
SERPINE2	-0.603947	2.88534	0.00357608	0.0658561
DNAJA4	0.278694	7.51243	0.00358245	0.0658912
TNKS1BP1	0.349952	4.94434	0.00358719	0.0658961
SLC25A45	-0.393112	4.00574	0.00359633	0.065982
GAK	-0.282116	5.10567	0.00361177	0.0661828
ANTXR2	0.541643	3.13903	0.0036243	0.0662988
HMOX1	0.43383	3.89025	0.00362709	0.0662988
TNFRSF10D	1.55593	1.52666	0.00363981	0.066449
PCBP2	-0.242951	6.33532	0.00367195	0.0667996
FGD4	0.363781	4.81845	0.0036726	0.0667996
KIF13A	0.224698	7.64698	0.0036825	0.0668174
LINC01372	-0.343404	4.87432	0.00368263	0.0668174
NPEPL1	-0.375106	3.74647	0.00369026	0.0668736
USP37	0.564548	2.37507	0.00369521	0.0668811
CNIH4	-0.298403	4.54468	0.00370278	0.0669359
NAGPA	-0.594928	2.51164	0.00371313	0.0669904
SYNPO2	0.206136	10.6479	0.00371488	0.0669904
TMEM116	-0.596412	2.58817	0.0037415	0.0673153
EDEM3	0.326492	4.89489	0.00374202	0.0673153
TMEM259	-0.224502	5.71657	0.00377364	0.0677189
WDR34	-0.844694	1.65674	0.0038278	0.068524
RNF19A	0.279652	4.89743	0.00386036	0.0689503
RNF38	0.416836	4.13735	0.00386096	0.0689503
MAP4	0.198824	10.3412	0.00388328	0.0692652
TAP1	0.538547	3.17857	0.00388874	0.0692787
GOSR1	0.327346	4.32082	0.00390472	0.0694657
NUSAP1	-0.446082	3.19281	0.00390865	0.0694657
MUC3A	0.499955	3.21209	0.00391387	0.0694747
NFATC3	0.292663	4.6556	0.00394068	0.0697826
TNFRSF10B	0.689898	2.81259	0.00397657	0.0703016
PYGO1	0.271206	5.57065	0.00398569	0.0703016
SNX29	0.453131	3.52312	0.00399107	0.0703016
BTN3A2	-0.566265	2.80581	0.00399196	0.0703016
SLC10A7	0.859677	1.30382	0.00399381	0.0703016
DGCR8	-0.312506	4.82453	0.00400925	0.0704892
CACNB1	-0.260156	7.69075	0.00402221	0.0706329
ARHGEF12	0.231791	6.64294	0.00404438	0.0709378
RPL7	1.35299	0.131754	0.00407175	0.0712908
ENGASE	-0.250493	6.10548	0.00407417	0.0712908
ZNF621	0.409621	3.33565	0.00408959	0.0713958
TXLNG	0.499047	2.64026	0.00408985	0.0713958
COX7A1	-0.209079	9.47886	0.00410478	0.0715184
ZDHHC20	0.523158	2.89499	0.00410657	0.0715184
HECA	0.291657	5.09141	0.0041503	0.0721947
C1QC	1.14839	0.78884	0.00416382	0.0723445
YWHAEP5	0.470214	3.03951	0.00417608	0.0723551
IKZF2	0.554453	3.0247	0.00417914	0.0723551
LBR	0.547188	3.25926	0.00418872	0.0724094
RTN2	-0.232016	7.22758	0.00419502	0.0724094
TXNDC16	0.72035	1.90185	0.00419701	0.0724094
ATG2B	0.28697	5.17629	0.00424748	0.0731945
C1orf127	-0.411124	3.9434	0.00426949	0.0734881
TMUB2	-0.28944	4.47123	0.00429014	0.0737261
TPCN1	-0.227553	6.00239	0.00429332	0.0737261
PIAS1	0.345927	4.26207	0.00434823	0.074504
VGLL2	0.272606	6.60972	0.00435174	0.074504
TBCC	-0.404459	3.83278	0.00435635	0.074504
LBP	1.48893	0.13223	0.00435882	0.074504
NEK4	0.469115	3.16228	0.00437047	0.0746166
CHMP4BP1	0.876646	1.39452	0.00441235	0.0752446
MEDAG	0.729095	1.57666	0.00442388	0.075354
EPAS1	0.246311	6.35134	0.00444098	0.0755581
PSMA4	-0.2354	6.50755	0.00444774	0.0755859
METTL17	-0.310229	4.51068	0.00446784	0.0757898
RFX3	0.707468	2.35038	0.00447001	0.0757898
ASB7	0.622434	2.19645	0.00451897	0.0764442
ATP1B4	-0.274412	5.91313	0.00455864	0.0769283
CRYBG3	0.321555	4.84414	0.00456317	0.0769283
CA8	0.95872	1.19076	0.00456323	0.0769283
ZBTB8OS	-0.392895	3.43565	0.00456879	0.076934
TTYH2	-0.377918	3.86312	0.00458031	0.0770401
PPP4R2	0.326993	4.58238	0.00460036	0.0772893
GIMAP8	-0.719859	2.58718	0.00461672	0.0774758
SMG1	0.288197	6.79483	0.00466156	0.0780034
NIT1	-0.371105	3.87564	0.004694	0.0783272
P2RX4	1.8155	-0.129355	0.00473545	0.0788405
NCOA3	0.248673	5.96847	0.00475027	0.0789979
AC073109.2	1.30102	0.41033	0.00475707	0.079022
ING1	0.570997	2.74739	0.00476439	0.0790443
RAB21	0.217585	6.5683	0.00477496	0.0790443
PHPT1	-0.225432	6.23431	0.00477934	0.0790443
PZP	-1.28502	0.523842	0.00478504	0.0790443
GCH1	1.76356	0.610179	0.00478521	0.0790443
PHACTR2	0.405913	4.32295	0.00483572	0.0797894
ZFAND2A	0.985435	1.8585	0.00488265	0.0804172
NDEL1	0.279753	5.0123	0.00488467	0.0804172
C14orf166	-0.219067	5.75402	0.00490804	0.0807118
EIF3A	0.225801	8.15971	0.00491882	0.0807444
KDM2A	0.247368	6.42167	0.00492097	0.0807444
HSP90AB3P	0.245979	6.26383	0.00492887	0.0807842
NAF1	0.506209	2.91779	0.00493734	0.0808332
SPTBN1	0.229287	7.61739	0.00495282	0.0809967
NIN	0.344698	5.18796	0.00497249	0.0812284
MYH3	-0.349707	4.69838	0.00499169	0.0814518
BTG3	1.08504	0.891705	0.00500022	0.0815008
ATP5G2	-0.211571	7.9655	0.00501128	0.081591
IL15	-0.475607	3.40115	0.00502874	0.081785
COA5	-0.307414	4.69838	0.00505614	0.0821401
XRN1	0.256917	4.9741	0.00506285	0.0821586
COX7C	-0.237822	8.10985	0.0050917	0.0823357
SMIM19	-0.26744	4.79883	0.00509683	0.0823357
BLVRB	-0.24025	5.20077	0.00509811	0.0823357
ADAM33	-0.450201	3.20089	0.00510168	0.0823357
RP11-164J13.1	-0.313626	5.20816	0.00513563	0.0827931
PLAUR	1.40766	0.948338	0.00523193	0.0841616
RP4-635E18.8	-0.934267	0.916086	0.00525982	0.0843806
OBSL1	-0.250376	6.59813	0.0052627	0.0843806
ZNF239	-0.935128	1.20122	0.0052839	0.0846284
ZNF770	0.372844	4.58927	0.00531944	0.0851053
PLCD4	-0.232611	7.62143	0.00536788	0.0857872
FNDC3B	0.347545	4.36687	0.00538738	0.0860057
NSA2	-0.282477	4.65163	0.00541878	0.0863922
CSNK1D	0.216439	6.10766	0.00542331	0.0863922
RSL24D1	-0.290366	4.94702	0.0054315	0.0864294
USHBP1	-0.9197	1.83887	0.00546148	0.0867191
RPL34	-0.248033	5.90259	0.00546734	0.0867191
USP9X	0.226709	7.45967	0.00547992	0.0868253
MTCH1	0.26221	5.52235	0.00549276	0.0869352
LINC01091	-0.621512	2.57025	0.0055076	0.087034
RP3-368A4.6	0.673171	2.32876	0.0055108	0.087034
SLC4A7	0.412181	3.62416	0.00554051	0.0874096
BMP2	1.20187	1.02996	0.00556022	0.0874467
CTD-2003C8.2	0.384143	3.66461	0.00556084	0.0874467
HSBP1	-0.255756	5.17074	0.00556187	0.0874467
SLC12A2	0.236983	5.75544	0.00556657	0.0874467
SGSM1	-1.27425	0.392954	0.00557306	0.0874555
IPO7	0.219071	7.41094	0.00560043	0.0876948
HIST1H2BD	0.806201	2.52545	0.00560614	0.0876948
CMB9-22P13.1	1.2161	0.990019	0.00561818	0.08779
ATP11A	0.24271	5.24855	0.00562583	0.0878166
TRIM52-AS1	-0.306379	4.86802	0.00563241	0.0878264
PAK2	0.236705	5.3943	0.00565114	0.0880253
RP11-255P5.3	-0.37579	5.02309	0.00567196	0.0882564
TMEM104	-0.584633	2.43859	0.00569136	0.0883718
DNAJC7	-0.222419	5.87375	0.00571022	0.0883995
EML4	0.51564	2.51699	0.00571315	0.0883995
SPON2	-0.487299	3.17766	0.00571457	0.0883995
PRKRIP1	-0.395699	3.70802	0.00572157	0.0883995
OPA1	0.242633	6.74141	0.0057231	0.0883995
SNHG6	-0.245709	6.24859	0.00574632	0.0886653
PHF14	-0.386631	3.97424	0.0057589	0.0887002
RP13-36G14.4	1.135	0.304734	0.00576061	0.0887002
PTPN11	0.219054	6.9635	0.00578994	0.0890192
IK	-0.236565	5.46142	0.00580178	0.0890553
RAB3GAP2	0.293616	4.86464	0.00581319	0.0890747
PRMT9	0.553242	2.66129	0.00581512	0.0890747
GLUL	0.265913	9.07087	0.00583946	0.0893547
SERP1	0.410777	3.64883	0.00584756	0.0893859
ZNF596	-0.837994	1.21426	0.00586284	0.0895266
IFIT2	-1.02514	1.00972	0.00591677	0.0902568
TMEM120B	-0.279484	4.68572	0.00594081	0.0904234
HIPK2	0.269106	7.00826	0.00594608	0.0904234
TAL1	0.816853	2.08623	0.00596146	0.0904345
LY6G5C	-0.879369	1.21135	0.0059618	0.0904345
TBL2	-0.571173	2.55217	0.00596521	0.0904345
ATP1A1	0.286755	4.94862	0.00599357	0.0906539
DDX11	-0.715737	1.71616	0.00599888	0.0906539
NDUFB7	-0.239268	6.7186	0.00600067	0.0906539
MEOX1	0.564003	2.70253	0.00601512	0.0906539
GUSB	-0.386575	3.6377	0.00601655	0.0906539
KCNJ8	0.831849	2.2535	0.00603508	0.0908403
SLC4A5	-1.3416	0.320255	0.00605664	0.0910135
TOB1	0.263491	7.37197	0.00606316	0.0910135
MSANTD4	0.381343	3.81019	0.00606861	0.0910135
PAPOLA	0.234175	5.78739	0.00607127	0.0910135
FOXK2	0.262644	5.31011	0.00608587	0.0911397
PIGZ	-0.473103	2.98184	0.00610958	0.0911938
TSPYL2	0.315842	4.58204	0.00611207	0.0911938
FYCO1	0.195693	9.32393	0.00612831	0.0911938
RPS24	-0.215456	7.95761	0.00613079	0.0911938
SUGT1	0.295895	5.09132	0.00613328	0.0911938
SEC24A	0.418099	3.68017	0.00613529	0.0911938
UQCRHL	-0.290766	4.97168	0.00613893	0.0911938
ACTN4	0.29231	4.93529	0.00620757	0.0921206
ZBED5-AS1	-0.675203	2.69002	0.00626121	0.0927327
RP11-474J18.1	-2.83383	-0.0573471	0.00626139	0.0927327
CTB-89H12.4	0.448835	3.49721	0.006312	0.0933884
DPYD	0.56907	2.63749	0.00639155	0.0944706
PAIP2B	0.2412	6.47803	0.00640383	0.0945575
FANCM	0.541139	2.25522	0.00642589	0.0947882
NDUFB1	-0.218676	6.45496	0.00646531	0.0952744
PTMS	0.352748	4.76113	0.00647576	0.0953332
KIAA2018	0.219601	6.04991	0.00649706	0.0955514
ATP5HP4	-0.422112	3.98332	0.00650804	0.0956177
FAM126A	0.229168	5.59492	0.00653385	0.0959014
ATP1B1	0.221693	8.53377	0.00655787	0.0961582
SENP2	0.244328	5.33276	0.00659298	0.096577
ST3GAL1	0.220326	6.45777	0.00660508	0.0966483
ZYX	0.400652	4.94086	0.00661095	0.0966483
NEK7	0.223529	6.19266	0.00664848	0.0969187
RP11-110G21.1	-0.351761	3.55347	0.00665305	0.0969187
ARHGAP29	0.325363	4.98671	0.00665314	0.0969187
CHD4	0.230618	6.48914	0.00673435	0.0979668
STX11	1.91976	0.115514	0.00678214	0.098429
UHMK1	0.311525	5.64012	0.00678659	0.098429
FOXJ2	0.297085	5.13231	0.00679281	0.098429
ATG4B	-0.276958	4.63833	0.00680285	0.0984718
GPR98	-1.63609	-0.146345	0.00681623	0.0984718
DOHH	-0.394714	3.31603	0.00682247	0.0984718
GPR137C	1.38945	-0.0215143	0.00685035	0.0986812
MRPL27	-0.277085	5.15029	0.00687951	0.0989001
CIR1	-0.292522	4.59014	0.00688928	0.0989001
ANXA3	0.521066	3.12149	0.00689237	0.0989001
CCDC85C	0.36397	3.91771	0.00697039	0.0998406
OSGEP	-0.318498	4.35964	0.00697584	0.0998406
AC006480.1	-0.748493	1.4427	0.0069831	0.0998406
EPB41L2	0.257637	5.04586	0.00698753	0.0998406
THG1L	-0.527347	2.39768	0.00699175	0.0998406
TLN2	0.215371	5.98027	0.00701342	0.100053
RPS6	-0.221411	8.45894	0.00715679	0.101824
MAMSTR	-0.2624	5.13354	0.00715826	0.101824
FRMD8	0.608771	2.26996	0.0071865	0.102001
BOLA3	-0.314467	4.50318	0.00719009	0.102001
SDHC	0.217794	7.00215	0.00719144	0.102001
EXOC5	0.310064	4.65015	0.00721683	0.102263
KRTAP21-4P	-1.4669	0.108096	0.00722975	0.102347
GNE	0.449538	3.57249	0.00726775	0.102632
GXYLT1	0.590807	2.42248	0.00727485	0.102632
TEK	0.469405	3.29758	0.00728186	0.102632
ERBB3	-1.03119	0.937575	0.00728463	0.102632
POLR2C	-0.221913	5.53831	0.00731269	0.102929
FSTL1	0.284861	5.04113	0.00732824	0.103049
RRM2B	0.235888	5.87245	0.00737367	0.103589
RP11-135F9.3	-0.83359	1.11745	0.00741408	0.103965
RP11-16F15.1	-0.335027	3.80719	0.0074145	0.103965
TTC31	-0.458758	3.41463	0.00743136	0.104019
KITLG	0.655314	2.5249	0.00743248	0.104019
TAGLN2	0.425299	4.08186	0.00745322	0.104211
RPS4XP3	-1.15301	0.35251	0.00755984	0.105399
FERMT2	0.214705	5.61217	0.00756677	0.105399
MAGED2	-0.226844	5.72814	0.00761455	0.105866
SETBP1	0.301097	5.36059	0.00762347	0.105889
ZNF575	-0.854465	0.952055	0.00766413	0.106253
HSPA4L	0.611241	2.06198	0.00769848	0.106629
NKTR	-0.212828	6.26167	0.00777199	0.107547
ARFGAP1	-0.252686	4.90701	0.00779553	0.107771
GTF3A	-0.205668	7.06257	0.00786767	0.108419
YWHAQ	0.328141	3.90663	0.00787429	0.108419
ANKRD26	-0.237949	5.43098	0.00787915	0.108419
CTD-3035D6.1	-0.518587	2.80221	0.00789527	0.10854
NSF	0.327656	3.89109	0.00792382	0.108635
PGPEP1L	-0.30388	4.44536	0.00792502	0.108635
DDX52	0.360568	3.62322	0.00793166	0.108635
KB-431C1.5	1.18068	0.577838	0.00794599	0.10873
MARCKSL1	0.739539	2.49433	0.00795942	0.108813
ACOT13	-0.315049	4.11834	0.00797213	0.108886
BBS9	0.61538	2.18824	0.00799952	0.109159
NEK10	0.349454	3.90484	0.00804223	0.10964
NXPE3	0.22224	7.18217	0.00806227	0.109812
REEP1	-0.242347	5.16535	0.00807876	0.109909
SMAD5	0.290068	4.75049	0.00808432	0.109909
